0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1.044273018836975,1.0440315127372741,1.0427592867612838,1.0410128832161425,1.0387924164816735,1.036947871026471,1.0342155213537028,1.031465690296203,1.028341242584829,1.0252117837146741,1.022166926507357,1.0190921186427206,1.0158324431448116,1.012549090535987,1.0092550076484395,1.006190755920383,1.0029349009284716,0.9997596736833329,0.9965009417415291,0.9935699681407808,0.9905798833537368,0.9874674668828501,0.9843667289986074,0.9809660299922195,0.9782586082905439,0.9750693485970707,0.9720901264293632,0.968469066705948
0.9134702682495117,0.9130894601345062,0.912742432653904,0.9122937111705541,0.9118869552232324,0.9112094190474971,0.9103014965274723,0.9094449812618745,0.9085440573816954,0.9072448790907051,0.9059524140553897,0.9045891922421618,0.9032540175936615,0.9018799524447219,0.900423910011237,0.8988455926377732,0.8971862897524436,0.8956169585373739,0.8939292614646158,0.8920739497480821,0.8902590737194945,0.8880444161274605,0.8859396718511626,0.8839042082867188,0.8819014331369702,0.879917391701107,0.8777402720206842,0.8754612522608213
0.8312217593193054,0.8313324034214019,0.8312992146611212,0.8311003661602734,0.8307015057034789,0.8300229825423283,0.8293785971357243,0.8283448026434704,0.8275535757902581,0.8262916259750875,0.8246966292605693,0.8231824403642217,0.8219295965986122,0.8202324217546816,0.8185886522818995,0.8170635612462881,0.8152908808064635,0.8138320684203074,0.8123593109627701,0.8103307454676558,0.8086190015521222,0.8070158015613005,0.8053007154045535,0.8039499220211438,0.8022864025941664,0.800504345099689,0.798624708732499,0.7962868350312179
0.7565813064575195,0.756259971857071,0.7557826611399651,0.755178669527173,0.7544235571853816,0.7532521382372452,0.7521459778776596,0.750663933614819,0.7488817727435949,0.7471296666141208,0.7450742546888255,0.742925528979645,0.740923909427254,0.7384020593538405,0.7360211701627368,0.7335752901299799,0.7310818666240378,0.7284951639493071,0.7259598931375916,0.7230342351067648,0.7203063762719587,0.7174973474649983,0.7144610720249988,0.7112180019919403,0.7083503955830247,0.7050865835465644,0.7022964099240075,0.6991097323330424
0.643092691898346,0.6429628968238831,0.642525424361229,0.6416485392153263,0.6409434933409094,0.6401819086072592,0.639302986979272,0.6383888743458158,0.6373370787532198,0.636192291575622,0.635365648188247,0.633974706095607,0.6326097669343584,0.631248117589296,0.6300605903547745,0.6284301481602245,0.6270469021657874,0.6253385426865797,0.6236037560456437,0.6220824490731726,0.6210353515752634,0.6200260445572988,0.6182411868217739,0.6167108496925229,0.6147766726072573,0.612934585016285,0.6108080882045118,0.6087680857680106
0.5657743811607361,0.5656886935234069,0.5657531309127807,0.5652496490478515,0.5646724273681639,0.5640244376087187,0.5634319143347738,0.5626535523941276,0.5618999762892375,0.561364901600447,0.5606723605704887,0.5598779996392086,0.5589051292488085,0.5580003454130541,0.5572725031921831,0.5566030442160457,0.5563053294489766,0.555810936713863,0.5547709186905783,0.5532571647596809,0.5524825280240009,0.5512900306844998,0.550240676240233,0.5489074405077119,0.5477137153586614,0.5462864543973232,0.5450266004284106,0.5438582599804687
0.5217921733856201,0.5217057675123214,0.5214192797243595,0.5210933529362083,0.5205942333612591,0.5200543973674439,0.5194469933846154,0.518863787539962,0.518285038842514,0.5177081879328361,0.517328169299477,0.5163573677695273,0.5161055646924828,0.5155250674942357,0.5149498337642611,0.5144842243621198,0.5138640560317015,0.5134598761526322,0.5130354664962685,0.5125777778157727,0.5118389228257219,0.5115235332954968,0.5109413514627609,0.5102240530241443,0.50975000790849,0.5090518095641329,0.5084504756948892,0.5076541652222938
0.49495309591293335,0.49506406038999556,0.49528671152889725,0.49516042376682157,0.49500421225894237,0.4948476857232581,0.49442630767555573,0.4941943369482454,0.4940975922411453,0.49411957285428865,0.4935964607253033,0.49337762990610196,0.4932543702827451,0.4929813985537717,0.49273073447601673,0.4923190065643573,0.4918793811401044,0.491267296204994,0.49083050579183135,0.49046535607015285,0.49026212592962815,0.4897616776331391,0.48952980676083957,0.489155892499782,0.48889636622873195,0.48850092535870154,0.48810944341991375,0.48766804401283786
0.4777545928955078,0.4785016670823097,0.4787149613350629,0.4792377810664474,0.47973679780345396,0.4802441469372528,0.4803613675598459,0.4807202607707131,0.4807168330550343,0.4806036061555289,0.4805207362954453,0.48034202015652294,0.480219324513687,0.47983021247406066,0.4796153969826132,0.47966022679197173,0.47962453037041436,0.4792881013558418,0.479298247548521,0.47918483562265973,0.4787993083362319,0.4788481411801091,0.4785320824973777,0.4783821928762739,0.47834594466787356,0.4782057583091327,0.47781458107330255,0.4771198787024911
0.4785749316215515,0.47849868088960645,0.47823248587548733,0.47806024122610685,0.47771857271548357,0.4773473484859708,0.47722233050749213,0.4771682150960091,0.4768621356696006,0.47664581386641763,0.47670197701430617,0.4766330903289465,0.4763559531412383,0.4762674455523259,0.47619772657213394,0.47595022538537674,0.4753466218538398,0.47495594335952884,0.4742898005017788,0.47393382687178187,0.4736710756407836,0.47350108781629063,0.47314775140299986,0.4727359741295761,0.47242220321268996,0.4720979633432885,0.4717341186977572,0.4714076008655915
0.4652443528175354,0.4660466074943542,0.4661117193102836,0.4662904930263757,0.46600616897568103,0.46608744093928484,0.4659608789056148,0.46554253234278414,0.4652429307214488,0.46479403579994694,0.4641592495096368,0.4635458611279736,0.4628597802607724,0.462468179201492,0.46167470269266553,0.461013059220916,0.4604976081670281,0.45968997762897695,0.4589967113930397,0.45802093576277214,0.4572696008219388,0.45666854799164963,0.4559496060943102,0.4549086630482197,0.4539037230741763,0.4529460275148545,0.4517461999035314,0.45112834687904646
