0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1.0904752016067505,1.0894564747810362,1.0880138021707533,1.0854837144315241,1.0820002200856802,1.0778790702941266,1.0738246938582396,1.0690270568873812,1.0636051446844152,1.0579698764400245,1.0523780752182736,1.0463818649960257,1.040295787998742,1.0341415394656566,1.0279008944677384,1.0218415806546526,1.0154252094389975,1.009028486435004,1.0025917693209336,0.9966205859204234,0.9905870376844302,0.9845958240705868,0.9786940349622799,0.9725905067533276,0.9664766139258464,0.960909731104577,0.9552083438325665,0.9497965201143725,0.9444864872280844,0.9391265520478173,0.9338919379883646,0.9287257984921293,0.9239512300354946
0.8223862051963806,0.8223009765148163,0.8219067421555519,0.8215052931159734,0.8213601863600313,0.8208572594728692,0.8202279192195627,0.8192625535415589,0.8180007714274158,0.817259794407139,0.8161276873314354,0.81449162478703,0.8125525071192269,0.8109612242649058,0.8092103478766041,0.8077156964524317,0.8055508864327809,0.8039346045041396,0.8020841052626667,0.8006534796923739,0.7989451498659278,0.7974189540076487,0.795400108825348,0.7935840672598511,0.791829070153725,0.7898789720413557,0.787841038191676,0.7857166354558287,0.7834009273316808,0.7814469035757611,0.7793935876566547,0.7771555895015059,0.7748133350098366
0.7314209938049316,0.7315676003694535,0.7311060111224651,0.7307413365915416,0.7303433467101303,0.7299900280131583,0.7293725585300723,0.7284672117820431,0.7277557982764141,0.727095762597861,0.7258831935345877,0.7246537728467346,0.7233311938435656,0.7223732557725192,0.7213437728573597,0.7200888379280994,0.7187620594771672,0.7175161724228035,0.7163860212456635,0.7151433924989778,0.7134069716085031,0.7119877109320544,0.7107435008805992,0.709359599538237,0.7077893145066605,0.7064173848254482,0.704798409271424,0.7028465683080511,0.701527232336687,0.7000452197465327,0.6981402378310139,0.6964923226811395,0.6952822406867157
0.6601048111915588,0.6600109577178954,0.659850324988365,0.6597057526409625,0.6593976535245776,0.6593568992567806,0.6589082994416466,0.6582739633756235,0.6572073606963442,0.6565543565054448,0.6561190213019377,0.6551773020617156,0.6542843496344874,0.6535532215997845,0.6527249716497466,0.651757129792189,0.6508745037770516,0.6499872405423158,0.6489175686378044,0.6476917418521467,0.6463812376109492,0.6450628495013063,0.6439105344817616,0.6425175616498091,0.6410511565096709,0.6397061308516221,0.6381648055989045,0.6369216172560626,0.6354569149247153,0.6345616027335104,0.6333644283204066,0.631793712354635,0.6306084037205458
0.6070550084114075,0.6069833129644394,0.6068763937056064,0.6066656008586288,0.6061590274635702,0.6058550260902009,0.6052650574166113,0.6048146322521177,0.6045317911500709,0.604017011346939,0.6032645299249854,0.6025565122071175,0.601510457374464,0.6009495959370533,0.5998767356479902,0.5990837925061088,0.5978761452153598,0.5966771613388767,0.5956448457924559,0.5947779461913936,0.5940610660031389,0.5930967021255893,0.5919406566873929,0.59076479635268,0.5895442970946239,0.588381556464937,0.5869649970571412,0.5855769344010157,0.584315796340137,0.5829137242460228,0.5816994451277234,0.5804707691722253,0.5793007106950364
0.5561577081680298,0.5561104416847229,0.5562240839004516,0.5562137049436569,0.5559065310060977,0.5554041921600698,0.5551236029992251,0.5547544845643899,0.554072929846058,0.5538804002160521,0.5534773622132297,0.5526045944758363,0.5520099646990202,0.5512902761287954,0.5504443907288803,0.5495540837815094,0.5486542814326438,0.5480133038445856,0.5473294968009311,0.5465832937628331,0.5455246557222592,0.5445606460129665,0.5435843231735303,0.5425374760562967,0.5417255701241941,0.5406267498470493,0.539795986991156,0.5384946272492185,0.5374139513009574,0.5364710715574121,0.5353722329739721,0.534317914447565,0.5331854558103384
0.5088596940040588,0.5089549213647843,0.5092159877717495,0.5092343322411179,0.5092668394621461,0.509197844799105,0.5091961334635382,0.5091000611548708,0.5086983327286275,0.5085904697583109,0.5081997488941441,0.5076462304845855,0.5074259571674102,0.50695486027206,0.5066015576352156,0.5060069617905223,0.5057146543675763,0.5050973857137956,0.504728500193231,0.5038075083877435,0.5028062967128059,0.5022346439245517,0.5016323491105454,0.5007255530318186,0.49976153653487937,0.49914418814126754,0.4985011170274704,0.4977185813057775,0.49702309450456866,0.4961895807276358,0.49559429789639314,0.49477907150789063,0.4943441130053377
0.48043709993362427,0.48016676902770994,0.48015682220458983,0.48002516829967495,0.4795742504179477,0.47903742926925413,0.4789369867317825,0.4785117082565329,0.4783535807461377,0.4780452672316923,0.47737772886858176,0.4766513173149079,0.47618819188552575,0.4753353085706989,0.4747851527989747,0.4741851260659893,0.4735491317389318,0.47321552582423027,0.4724630899275156,0.47211119062628065,0.47141305953839846,0.4706384577656831,0.47032523814735744,0.46953660727245644,0.4687309280700274,0.46821965723071973,0.4674225603679096,0.4670406979702225,0.46625180763634,0.4656197054833209,0.4647949593730304,0.4640367139969425,0.46344812652612216
0.45330676436424255,0.45300579518079753,0.4527353403717279,0.45203023054823277,0.4520845368871465,0.4516973870596196,0.4512599705379069,0.4507206826194939,0.4501580661878562,0.4496842163829304,0.44917856863408107,0.44869671166643876,0.44830151156256703,0.44778348374254107,0.44758972326410085,0.4471747781785096,0.44639775759519906,0.4456527588388789,0.4450287232538456,0.4443369621290142,0.44376246666319225,0.4431146915618251,0.44204496285026135,0.4417757694291037,0.4409563262411568,0.4407002094577931,0.4402529656918469,0.43945317387879307,0.43884892040774615,0.43853671238393704,0.43797078223320407,0.4374329861673507,0.4368132373530818
0.42769914865493774,0.4271565228700637,0.42701263204216955,0.4266829090937972,0.42641929762996733,0.42617008118396627,0.42578672644632404,0.4253685853211132,0.42500092111643606,0.42459978855138647,0.4241257308588559,0.4234856634073285,0.4228278681930091,0.4222448379825926,0.4220407893736966,0.42150757222928775,0.42124247733831666,0.4207528891650463,0.42027087354294884,0.4198133684838891,0.4195030650260872,0.4190660108849093,0.41838140390698614,0.41752615419293715,0.41688943659168487,0.41619642642296256,0.4155762047946359,0.41476282117872537,0.4140632625043754,0.41368028837833265,0.412496981049317,0.41203516142914787,0.41146203772706375
0.39691925048828125,0.3969957560300827,0.3969380585849285,0.39655078471451993,0.3965961150299757,0.39645258499907327,0.3964506771965874,0.3962530948185771,0.3959764033149339,0.3959930385262891,0.39578553019519325,0.3953565635246822,0.39507122576878956,0.3947375685335613,0.3946705015344764,0.3943436214577335,0.3940511515526592,0.3935261664042064,0.3932529357459872,0.39261447479500294,0.3924148220386627,0.39151519503575527,0.3909984779165473,0.3906099408086113,0.390191364661373,0.38983770256910866,0.3892469703494552,0.38882423484048156,0.38863973261450585,0.38796064723986495,0.387259972055606,0.38666494425322545,0.3862190067706171
0.37866759300231934,0.37838130444288254,0.37841300405561923,0.37830819016322487,0.378051120632328,0.37762895342088293,0.3771228801266126,0.37654494002491073,0.3763238357233837,0.3759122767439924,0.37555902545371356,0.37496596254391235,0.37468759560196224,0.37420213894474696,0.37359378678209365,0.37302749897516213,0.37239728886090334,0.3718409532536316,0.37142510061639405,0.37097971491931836,0.3706753667222759,0.3699796249693568,0.36952670541551097,0.36888645361651046,0.36810649640609433,0.3674262250153932,0.36687455529513724,0.3666167945346795,0.36611788532609585,0.3656921670675387,0.36500835285068595,0.3645136120141247,0.3644716917584006
0.35687458515167236,0.35676727592945096,0.35656757757067675,0.35640057647973294,0.35592076220624147,0.35602054781304665,0.3559827789391828,0.35595259820316877,0.3557112511709324,0.35535525797597983,0.35483006678872103,0.35460371614207975,0.354181805736568,0.3536194086198102,0.35330463589408856,0.3530939925126227,0.352859169045229,0.3525515390527072,0.3520238611536454,0.3515887998308112,0.351407828989337,0.3509580045040196,0.3505381858985582,0.3502294938573152,0.34973190573537993,0.34927754928966775,0.3487690832593579,0.34864523600137354,0.3484161040292811,0.3479855119239588,0.3476370241342718,0.34706983842390754,0.346633630335739
0.3398870527744293,0.33970170468091965,0.339745095744729,0.33982397994026536,0.33972926275525234,0.33952133873864065,0.33902192978834955,0.3384104229543314,0.3381366416471223,0.33754823063057354,0.337009508724308,0.33662859087142466,0.3363151774873879,0.3359649677839894,0.33586045302735446,0.3354468657364184,0.3350495485564319,0.334529211490873,0.33432565167650313,0.3339484610492934,0.3339081639466883,0.3333285672165246,0.33275979474807044,0.3322707238777781,0.3317487311199396,0.33129794828527515,0.3308272541643349,0.33038367102812816,0.33011736578501794,0.32958799800693644,0.32900311391898657,0.3287485251752658,0.3283767545652108
0.32642146944999695,0.3261125281453133,0.32566747717559336,0.32547353078797453,0.3252599055705591,0.32494207664144215,0.32435856085639764,0.32416971952260026,0.3236937558552967,0.3233779657986044,0.3229846541733508,0.32302649720692794,0.322821106105794,0.32244796187705005,0.3223423540540029,0.32206666379671445,0.32149831269210666,0.3209639402560868,0.3207814729924852,0.32037305731376625,0.3201552441106298,0.3198528662191585,0.3194999497258084,0.3191528907485054,0.318527563563375,0.31818700576207926,0.31796821909311207,0.3178048830161954,0.31746677069703155,0.31718020025290494,0.3168183621190744,0.3164563694200535,0.3161812630962867
