         Name                 E11            V12            G12            C11            C12            C44        RelDensity      AniRatio         mass      
    L20G012T34-7_G123T64-0_C9S        4580.347         0.182        1411.008       4983.989       1108.907       1411.008         0.145          1.373       0.00312885   
    L20G012T34-7_G123T64-2_C9S        2790.458         0.248        1124.908        3336.17       1100.226       1124.908         0.118          0.994       0.00255605   
     L20G012T34-7_G12T64-0_C9S        3878.727         0.245        1615.719       4612.078       1496.635       1615.719         0.181          0.964       0.00390472   
     L20G012T34-7_G12T64-1_C9S        3585.455         0.234        1611.973       4183.562       1278.007       1611.973         0.18           0.901       0.00389443   
     L20G012T34-7_G12T64-2_C9S        1710.798         0.334        1303.508        2572.64       1290.183       1303.508         0.143          0.492       0.00307925   
     L20G012T34-7_G17T64-1_C9S         3511.71         0.245        1233.934       4175.669       1355.018       1233.934         0.16           1.143       0.00345397   
           L20G012T64-0S              1569.206         0.093         149.205       1599.715        164.028        149.205         0.044          4.811       0.00095904   
    L20G012T64-0_G013T34-0_C9S        2566.593         0.226         701.991       2956.834        863.365        701.991         0.105          1.491       0.00227108   
    L20G012T64-0_G013T34-1_C9S        2631.142         0.229         774.683       3045.422        904.542        774.683         0.105          1.382       0.00227108   
    L20G012T64-0_G015T34-11_C9S        2312.03          0.2          566.266       2568.922        642.231        566.266         0.098          1.701       0.00212297   
    L20G012T64-0_G015T34-15_C9S       2873.124         0.256         893.397       3487.529        1200.01        893.397         0.112          1.28        0.00241947   
    L20G012T64-0_G015T34-2_C9S        2819.612         0.255         837.176       3415.905       1169.202        837.176         0.112          1.342       0.00241947   
    L20G012T64-0_G015T34-6_C9S        2372.694          0.2          642.863       2636.327        659.082        642.863         0.098          1.538       0.00212265   
    L20G012T64-0_G017T34-0_C9S        2923.415         0.267         906.87        3629.376       1322.024        906.87          0.115          1.272       0.00249364   
    L20G012T64-0_G017T34-1_C9S        2243.487         0.185         577.58        2449.189        555.951        577.58          0.095          1.639       0.00204844   
    L20G012T64-0_G017T34-4_C9S        2193.539         0.188         503.627       2402.704        556.291        503.627         0.095          1.833       0.00204885   
    L20G012T64-0_G017T34-5_C9S         2975.22         0.264         949.488       3670.353        1316.54        949.488         0.115          1.24        0.00249364   
    L20G012T64-0_G023T34-1_C9S         3288.27         0.18          369.18         3570.42        783.751        369.18          0.105          3.774        0.002259    
    L20G012T64-0_G023T34-2_C9S         3353.03         0.182         544.43        3648.515        811.772        544.43          0.105          2.605       0.00225848   
    L20G012T64-0_G025T34-1_C9S        3437.073         0.201         479.024       3823.766        961.924        479.024         0.111          2.987       0.00240718   
    L20G012T64-0_G025T34-2_C9S         3057.73         0.144         438.69        3213.415        540.575        438.69          0.098          3.046       0.00211013   
    L20G012T64-0_G025T34-4_C9S        2993.236         0.145         255.624       3148.062        533.882        255.624         0.098          5.113       0.00211073   
    L20G012T64-0_G025T34-5_C9S        3510.168         0.205          626.7        3925.147       1012.145         626.7          0.111          2.324       0.00240694   
    L20G012T64-0_G027T34-0_C9S        3462.056         0.204         508.116        3866.33        990.869        508.116         0.115          2.83        0.00248132   
    L20G012T64-0_G027T34-1_C9S        2860.323         0.127         382.572       2970.069        432.072        382.572         0.094          3.317       0.00203594   
    L20G012T64-0_G027T34-2_C9S        2805.826         0.128         215.15         2915.38        427.946        215.15          0.094          5.781       0.00203656   
    L20G012T64-0_G027T34-3_C9S        3514.178         0.207         637.771       3939.962       1028.464        637.771         0.115          2.283        0.0024812   
     L20G012T64-0_G18T34-1_C9S        2312.777         0.213         579.977       2614.182        707.523        579.977         0.106          1.644       0.00229293   
          L20G012T64-10S              1081.392         0.337         875.828       1644.931        836.111        875.828         0.12           0.462       0.00258876   
    L20G012T64-10_G013T34-1_C9S       2890.634         0.286        1671.535       3749.787       1502.015       1671.535         0.174          0.672        0.003758    
   L20G012T64-10_G015T34-15_C9S       3139.837         0.298         1782.13       4203.278       1784.298        1782.13         0.181          0.679       0.00390521   
    L20G012T64-10_G017T34-5_C9S       3273.174         0.305        1839.933       4469.704       1961.525       1839.933         0.184          0.682       0.00397903   
    L20G012T64-10_G023T34-2_C9S       3911.592         0.24         1312.126       4610.437       1455.928       1312.126         0.171          1.202       0.00368519   
    L20G012T64-10_G025T34-5_C9S       4004.615         0.248        1379.292       4787.772       1578.946       1379.292         0.177          1.163       0.00383202   
    L20G012T64-10_G027T34-3_C9S       4030.287         0.25         1405.768       4836.344       1612.115       1405.768         0.181          1.147       0.00390574   
           L20G012T64-1S               5025.77         0.236        1999.456       5883.606       1817.449       1999.456         0.184          1.017       0.00396693   
    L20G012T64-1_G012T34-4_C9S        6073.297         0.262        2760.187       7461.301       2648.863       2760.187         0.234          0.872       0.00505752   
    L20G012T64-1_G012T34-7_C9S        7148.597         0.272        3076.507       8972.227       3352.261       3076.507         0.237          0.913       0.00512292   
    L20G012T64-1_G013T34-0_C9S         7767.85         0.211         2852.36       8756.002       2341.592        2852.36         0.238          1.124       0.00513548   
    L20G012T64-1_G015T34-2_C9S        8063.058         0.231        3024.305        9362.37       2812.363       3024.305         0.245          1.083        0.0052827   
    L20G012T64-1_G017T34-0_C9S        8195.775         0.239        3111.655        9643.46       3028.629       3111.655         0.248          1.063       0.00535652   
    L20G012T64-1_G023T34-1_C9S        7029.081         0.256        2351.036        8532.22       2935.817       2351.036         0.23           1.19        0.00496065   
    L20G012T64-1_G025T34-1_C9S        7121.454         0.259        2404.961       8695.892       3039.455       2404.961         0.236          1.176       0.00510749   
    L20G012T64-1_G027T34-0_C9S        7143.696         0.259        2428.451       8723.051       3048.948       2428.451         0.24           1.168       0.00518121   
           L20G012T64-2S              1542.866         0.09          147.664        1570.83        155.357        147.664         0.044          4.793       0.00094625   
    L20G012T64-2_G013T34-0_C9S        2646.096         0.242         912.737       3129.706        999.194        912.737         0.105          1.167       0.00225829   
    L20G012T64-2_G015T34-11_C9S       2384.993         0.219         802.267       2718.931        762.415        802.267         0.098          1.219       0.00211018   
    L20G012T64-2_G015T34-2_C9S        2928.283         0.257         983.359       3561.478       1231.898        983.359         0.111          1.185       0.00240606   
    L20G012T64-2_G017T34-0_C9S        3066.723         0.259        1016.459       3744.726       1308.885       1016.459         0.115          1.198        0.0024796   
    L20G012T64-2_G017T34-4_C9S         2268.89         0.206         729.433       2540.442        659.107        729.433         0.094          1.29        0.00203607   
    L20G012T64-2_G023T34-2_C9S        3165.499         0.162         360.876       3377.018        652.836        360.876         0.102          3.774       0.00221081   
    L20G012T64-2_G025T34-2_C9S        2845.229         0.114         247.667        2931.22        377.155        247.667         0.095          5.156       0.00206246   
    L20G012T64-2_G025T34-5_C9S        3338.147         0.191         474.124       3669.051        866.241        474.124         0.109          2.956       0.00235927   
    L20G012T64-2_G027T34-1_C9S         2652.9          0.095         208.336       2706.888        284.148        208.336         0.092          5.815       0.00198827   
    L20G012T64-2_G027T34-3_C9S        3345.204         0.195         497.503       3694.203        894.869        497.503         0.113          2.813       0.00243353   
           L20G012T64-5S              1079.486         0.336         875.255       1635.704        827.706        875.255         0.12           0.462       0.00258877   
    L20G012T64-5_G012T34-7_C9S        2054.857         0.357        1780.753       3404.448       1890.183       1780.753         0.173          0.425        0.0037448   
    L20G012T64-5_G013T34-0_C9S        2890.466         0.286        1672.788       3749.569       1501.928       1672.788         0.174          0.672       0.00375801   
    L20G012T64-5_G015T34-2_C9S        3137.583         0.299        1783.157        4211.9        1796.516       1783.157         0.181          0.677       0.00390523   
    L20G012T64-5_G017T34-0_C9S        3267.485         0.305        1839.165       4461.936       1958.116       1839.165         0.184          0.681       0.00397905   
    L20G012T64-5_G023T34-1_C9S        3911.134         0.24         1315.233       4609.897       1455.757       1315.233         0.171          1.199       0.00368519   
    L20G012T64-5_G025T34-1_C9S        4006.242         0.247        1377.784       4780.961       1568.257       1377.784         0.177          1.166       0.00383202   
    L20G012T64-5_G027T34-0_C9S        4027.779         0.25         1403.551       4833.335       1611.112       1403.551         0.181          1.148       0.00390574   
           L20G012T64-9S              5021.529         0.235        1998.537       5868.871       1802.856       1998.537         0.184          1.017       0.00396692   
    L20G012T64-9_G013T34-1_C9S        7769.004         0.21         2852.361       8745.388       2324.723       2852.361         0.238          1.125       0.00513547   
    L20G012T64-9_G015T34-15_C9S       8063.221         0.23         3022.023       9347.606       2792.142       3022.023         0.245          1.085       0.00528269   
    L20G012T64-9_G017T34-5_C9S        8200.154         0.239        3114.413       9648.612       3030.247       3114.413         0.248          1.063       0.00535651   
    L20G012T64-9_G023T34-2_C9S        7032.642         0.256        2351.197       8536.542       2937.305       2351.197         0.23           1.191       0.00496065   
    L20G012T64-9_G025T34-5_C9S        7124.109         0.258        2405.349       8681.774        3018.73       2405.349         0.236          1.177       0.00510749   
    L20G012T64-9_G027T34-3_C9S        7144.903         0.259         2427.7        8724.525       3049.463        2427.7          0.24           1.169       0.00518121   
          L20G0134T64-0S               484.553         0.328         359.048        712.778        347.903        359.048         0.058          0.508       0.00125265   
          L20G0134T64-1S               366.15          0.286         261.472        474.977        190.257        261.472         0.061          0.544       0.00131425   
          L20G0134T64-2S               485.468         0.328         359.587        714.124        348.56         359.587         0.058          0.508       0.00125265   
          L20G0134T64-3S               367.025         0.285         261.695        474.931        189.308        261.695         0.061          0.546       0.00131378   
          L20G0135T64-0S               331.589         0.295         240.468        440.287        184.233        240.468         0.055          0.532       0.00119284   
          L20G0135T64-1S               330.626         0.295         239.128        439.008        183.698        239.128         0.055          0.534       0.00119248   
          L20G0137T64-0S               405.813         0.285         284.662        525.122        209.314        284.662         0.062          0.555        0.0013451   
          L20G0137T64-1S               406.519         0.284         285.822        524.741        208.138        285.822         0.062          0.554       0.00134463   
          L20G0138T64-1S               625.623         0.22          307.545        714.265        201.459        307.545         0.094          0.834       0.00203771   
          L20G0138T64-2S               627.164         0.226         307.757        722.522        210.969        307.757         0.094          0.831       0.00203771   
           L20G013T34-0S               834.003         0.344         540.343       1304.721        684.183        540.343         0.062          0.574        0.0013487   
    L20G013T34-0_G0124T64-3_C9S       3723.222         0.242        1702.525       4403.691       1405.928       1702.525         0.183          0.88        0.00395915   
    L20G013T34-0_G0128T64-1_C9S       3207.144         0.282        1529.295       4119.727       1618.054       1529.295         0.161          0.818       0.00348019   
    L20G013T34-0_G0134T64-0_C9S        1643.74         0.325         963.555       2392.506       1151.947        963.555         0.115          0.644       0.00247951   
    L20G013T34-0_G0135T64-1_C9S       1441.522         0.331         853.024       2143.644       1060.607        853.024         0.113          0.635       0.00244357   
    L20G013T34-0_G0137T64-1_C9S       1526.147         0.324         889.854       2213.668       1060.989        889.854         0.12           0.648       0.00259552   
    L20G013T34-0_G0138T64-2_C9S       1670.142          0.3         1144.389       2248.268        963.543       1144.389         0.152          0.561       0.00327408   
    L20G013T34-0_G0145T64-0_C9S       1434.196         0.333         905.354       2148.611       1072.695        905.354         0.113          0.594       0.00244226   
    L20G013T34-0_G014T64-0_C9S        3429.157         0.261        1717.505       4204.253       1484.858       1717.505         0.177          0.792       0.00383041   
    L20G013T34-0_G014T64-2_C9S         2461.04         0.102         709.373       2519.419        286.17         709.373         0.155          1.574       0.00334882   
    L20G013T34-0_G0156T64-1_C9S       1519.919         0.328         810.112       2235.801       1091.284        810.112         0.112          0.706       0.00241741   
    L20G013T34-0_G0158T64-3_C9S       2026.609         0.299        1417.784       2720.525       1160.395       1417.784         0.167          0.55        0.00359811   
    L20G013T34-0_G0158T64-5_C9S       1229.054         0.315         861.557        1730.35        795.709        861.557         0.138          0.542       0.00298259   
    L20G013T34-0_G015T64-10_C9S       2114.233         0.142         647.337       2218.508        367.166        647.337         0.144          1.43        0.00311063   
    L20G013T34-0_G015T64-17_C9S       1754.494         0.319         898.308       2502.336       1172.166        898.308         0.123          0.74        0.00265027   
    L20G013T34-0_G0167T64-1_C9S        1694.6          0.331        1017.975       2519.989        1246.81       1017.975         0.125          0.625       0.00269212   
    L20G013T34-0_G0167T64-4_C9S       1704.392         0.318         836.627       2422.909       1129.743        836.627         0.116          0.773       0.00251076   
    L20G013T34-0_G0178T64-2_C9S       2074.146          0.3         1497.919        2792.12       1196.623       1497.919         0.174          0.533       0.00376193   
    L20G013T34-0_G0178T64-3_C9S       1080.576         0.324         746.827       1567.369        751.224        746.827         0.131          0.546       0.00283687   
    L20G013T34-0_G017T64-6_C9S        1932.216         0.31          935.088       2678.242       1203.268        935.088         0.139          0.789       0.00300127   
    L20G013T34-0_G018T64-10_C9S       3393.475         0.234        1396.249       3959.557       1209.578       1396.249         0.173          0.985       0.00372989   
    L20G013T34-0_G018T64-3_C9S        2238.329         0.28         1187.572        2861.5        1112.806       1187.572         0.142          0.736       0.00305921   
    L20G013T34-0_G023T34-1_C6S        3011.069         0.237        1183.156       3530.936       1096.765       1183.156         0.122          1.029       0.00263369   
    L20G013T34-0_G023T64-0_C9S         4720.68         0.267        2176.786       5860.653       2134.781       2176.786         0.177          0.856       0.00381995   
    L20G013T34-0_G025T34-1_C6S        3232.317         0.25         1280.782        3878.78       1292.927       1280.782         0.129          1.009       0.00278141   
    L20G013T34-0_G025T34-4_C6S        2547.409         0.228         912.442       2943.871        869.433        912.442         0.116          1.137       0.00250189   
    L20G013T34-0_G025T64-3_C9S        1797.263         0.321        1309.068       2580.451       1219.919       1309.068         0.126          0.52        0.00271628   
    L20G013T34-0_G027T34-0_C6S        3253.991         0.251        1299.117       3912.114       1311.002       1299.117         0.132          1.001       0.00285567   
    L20G013T34-0_G027T34-2_C6S         2304.25         0.23          783.806       2671.293        797.919        783.806         0.113          1.195       0.00243597   
    L20G013T34-0_G028T64-0_C9S        1940.041         0.335        1062.125       2928.447       1475.233       1062.125         0.127          0.684       0.00274232   
    L20G013T34-0_G028T64-1_C9S        1063.382         0.332         916.351       1587.166        788.831        916.351         0.126          0.436       0.00271829   
    L20G013T34-0_G046T64-0_C9S        2943.069         0.207         866.265       3299.657        861.323        866.265         0.14           1.407       0.00301546   
    L20G013T34-0_G048T64-0_C9S        3803.934         0.157         875.356       4040.202        752.446        875.356         0.163          1.878       0.00352765   
    L20G013T34-0_G058T64-2_C9S        4093.801         0.134         943.225       4270.911        660.857        943.225         0.171          1.914       0.00368823   
    L20G013T34-0_G058T64-6_C9S        2091.854         0.313        1457.669       2926.522       1333.335       1457.669         0.143          0.546       0.00309418   
    L20G013T34-0_G067T64-0_C9S        3540.845         0.26         1512.401       4332.383       1522.189       1512.401         0.163          0.929       0.00352938   
    L20G013T34-0_G068T64-0_C9S        4844.597         0.224        1206.499       5564.151       1606.147       1206.499         0.179          1.64        0.00387441   
    L20G013T34-0_G068T64-3_C9S        1810.185         0.32         1249.156       2590.332        1218.98       1249.156         0.137          0.549       0.00296949   
    L20G013T34-0_G123T64-0_C9S        4337.605         0.187        1343.288       4745.866       1091.608       1343.288         0.145          1.36        0.00314058   
    L20G013T34-0_G123T64-1_C9S        5020.768         0.223        1516.697       5757.778        1652.49       1516.697         0.145          1.353       0.00313447   
    L20G013T34-0_G123T64-2_C9S        2400.013         0.271        1102.658       3005.592       1117.305       1102.658         0.119          0.856       0.00256778   
     L20G013T34-0_G12T64-0_C9S        3595.971         0.222         1319.0        4117.653        1174.96        1319.0          0.179          1.116       0.00385706   
     L20G013T34-0_G12T64-1_C9S        3970.574         0.233         1390.09       4625.347       1405.092        1390.09         0.18           1.158       0.00388315   
     L20G013T34-0_G12T64-2_C9S        2471.763         0.265        1155.822       3055.665       1101.702       1155.822         0.142          0.845       0.00306962   
     L20G013T34-0_G17T64-1_C9S        2907.038         0.202         776.267       3238.194        819.693        776.267         0.158          1.558       0.00340543   
           L20G013T34-1S               833.321         0.346         540.945       1314.602        695.493        540.945         0.062          0.572        0.0013487   
    L20G013T34-1_G0128T64-2_C9S        2131.39         0.316        1229.676       3010.338       1390.741       1229.676         0.152          0.659       0.00328538   
    L20G013T34-1_G0128T64-3_C9S       3209.429         0.283        1531.396       4132.668       1631.165       1531.396         0.161          0.817       0.00348019   
    L20G013T34-1_G023T64-3_C9S        4721.449         0.267        2176.306       5861.608       2135.129       2176.306         0.177          0.856        0.0038199   
    L20G013T34-1_G025T64-0_C9S        1797.379         0.32         1309.021       2572.007       1210.356       1309.021         0.126          0.52        0.00271628   
    L20G013T34-1_G046T64-1_C9S        2944.509         0.206         865.194       3296.923        855.373        865.194         0.14           1.411       0.00301546   
    L20G013T34-1_G048T64-1_C9S         3801.27         0.157         875.202       4037.372        751.919        875.202         0.163          1.877       0.00352765   
    L20G013T34-1_G058T64-7_C9S        4089.543         0.133         937.144       4263.516        654.034        937.144         0.171          1.926       0.00368823   
    L20G013T34-1_G067T64-1_C9S         3532.49         0.261        1513.297       4330.942       1529.602       1513.297         0.163          0.926       0.00352938   
    L20G013T34-1_G068T64-2_C9S        4843.443         0.224        1204.784       5562.825       1605.764       1204.784         0.179          1.642       0.00387444   
    L20G013T34-1_G123T64-0_C9S        5018.344         0.223         1515.16       5754.999       1651.692        1515.16         0.145          1.354       0.00313447   
     L20G013T34-1_G12T64-0_C9S        3964.469         0.233         1388.35       4618.235       1402.932        1388.35         0.18           1.158       0.00388315   
     L20G013T34-1_G12T64-1_C9S        3604.053         0.223        1320.366       4133.101       1186.205       1320.366         0.179          1.116       0.00385612   
     L20G013T34-1_G12T64-2_C9S        2460.038         0.267         1153.8         3054.1        1112.476        1153.8          0.142          0.841       0.00306844   
          L20G0145T64-0S               479.182         0.288         187.342        624.739        252.704        187.342         0.054          0.993       0.00117103   
          L20G0145T64-1S               476.96          0.284         183.715        615.667        244.203        183.715         0.054          1.011       0.00117103   
           L20G014T64-0S              1539.228         0.316        1024.544       2173.979       1004.353       1024.544         0.128          0.571        0.0027572   
    L20G014T64-0_G015T34-2_C9S        3658.322         0.28         1867.229       4676.832       1818.768       1867.229         0.184          0.765       0.00397699   
    L20G014T64-0_G017T34-0_C9S        3755.478         0.288        1950.138       4896.249       1980.505       1950.138         0.188          0.748       0.00405103   
           L20G014T64-2S               499.65         -0.691         148.691       1147.914       -469.077        148.691         0.098          5.437       0.00210801   
    L20G014T64-2_G015T34-11_C9S       2124.028         0.021         580.07        2125.943        45.602         580.07          0.148          1.793       0.00320242   
    L20G014T64-2_G015T34-2_C9S        2781.526         0.165         842.976       2975.561        587.985        842.976         0.162          1.416       0.00349721   
    L20G014T64-2_G017T34-0_C9S        2914.415         0.186         917.069       3185.162        727.813        917.069         0.165          1.34        0.00357138   
    L20G014T64-2_G017T34-4_C9S         1952.46        -0.027         518.103       1955.236        -51.403        518.103         0.145          1.937       0.00312888   
    L20G014T64-2_G025T34-2_C9S        2785.874        -0.028         467.366        2790.13        -75.996        467.366         0.148          3.066       0.00318787   
