         Name                 E11            V12            G12            C11            C12            C44        RelDensity      AniRatio         mass      
           L20G012T64-9S              16856.873        0.254         6180.26       20382.301      6939.818        6180.26         0.458          1.088        0.009898    
          L20G0134T64-0S               1587.66         0.33         1109.851       2352.349        1158.62       1109.851         0.146          0.538       0.00316364   
          L20G0134T64-1S              1563.974         0.298        1106.546       2093.681        888.771       1106.546         0.168          0.544       0.00362743   
          L20G0134T64-2S              1587.317         0.329        1108.976       2343.339       1148.969       1108.976         0.146          0.539       0.00316364   
          L20G0134T64-3S              1563.496         0.297        1104.805       2087.306        881.835       1104.805         0.168          0.546       0.00362742   
          L20G0135T64-0S               1517.86         0.302         1073.31       2054.854        889.063        1073.31         0.158          0.543       0.00341351   
          L20G0135T64-1S              1523.167          0.3         1071.058       2050.417        878.75        1071.058         0.158          0.547        0.0034135   
          L20G0137T64-0S              1941.891         0.292        1298.948        2558.01       1054.999       1298.948         0.179          0.579        0.0038663   
          L20G0137T64-1S              1941.554         0.292        1295.701       2557.566       1054.815       1295.701         0.179          0.58        0.00386633   
          L20G0138T64-1S               3970.66         0.156        1081.456       4213.654        778.827       1081.456         0.262          1.588       0.00565222   
          L20G0138T64-2S              3973.563         0.156        1080.389       4216.735        779.396       1080.389         0.262          1.591       0.00565222   
           L20G013T34-0S              2758.025         0.339        1783.248       4228.275        2168.51       1783.248         0.18           0.578       0.00389057   
    L20G013T34-0_G0124T64-3_C9S       15110.17         0.244        6033.123       17934.976      5788.537       6033.123         0.459          1.007       0.00992477   
    L20G013T34-0_G0128T64-1_C9S       11651.035        0.266        5077.508       14433.811      5230.782       5077.508         0.406          0.906       0.00877799   
    L20G013T34-0_G0134T64-0_C9S       5470.895         0.309        3040.828       7560.202       3380.756       3040.828         0.282          0.687        0.0060973   
    L20G013T34-0_G0135T64-1_C9S       5462.579         0.317        3023.808       7740.189       3592.445       3023.808          0.3           0.686       0.00646996   
    L20G013T34-0_G0137T64-1_C9S       5919.987         0.312        3222.508       8256.339       3744.154       3222.508         0.321           0.7        0.00692399   
    L20G013T34-0_G0138T64-2_C9S       8355.078         0.25         3979.261       10026.094      3342.031       3979.261         0.398          0.84        0.00859287   
    L20G013T34-0_G0145T64-0_C9S       5598.535         0.316        3309.325       7907.274       3653.068       3309.325         0.302          0.643       0.00651796   
    L20G013T34-0_G014T64-0_C9S        11809.481        0.258        5239.205       14391.588      5004.083       5239.205         0.426          0.896       0.00920262   
    L20G013T34-0_G014T64-2_C9S        9401.906         0.168        3069.751       10086.217       2036.64       3069.751         0.41           1.311       0.00885093   
    L20G013T34-0_G0156T64-1_C9S       5571.367         0.305        2844.911       7608.017        3338.77       2844.911         0.293          0.75        0.00633447   
    L20G013T34-0_G0158T64-3_C9S       10508.251        0.258        5070.309       12805.848      4452.707       5070.309         0.433          0.824       0.00934295   
    L20G013T34-0_G0158T64-5_C9S        6471.28         0.261         3200.27        7933.99       2802.126        3200.27         0.372          0.802       0.00802764   
    L20G013T34-0_G015T64-10_C9S       7510.538         0.173        2473.727       8096.565       1693.719       2473.727         0.38           1.294       0.00821183   
    L20G013T34-0_G015T64-17_C9S       5997.958         0.301        3021.769       8096.927        3486.66       3021.769         0.295          0.763       0.00637084   
    L20G013T34-0_G0167T64-1_C9S       6532.227         0.304        3638.054       8894.199       3884.823       3638.054         0.325          0.688       0.00702752   
    L20G013T34-0_G0167T64-4_C9S       5456.469         0.302        2715.311       7386.878       3196.042       2715.311         0.28           0.772       0.00605614   
    L20G013T34-0_G0178T64-2_C9S       11194.147        0.255        5396.396       13561.492      4641.853       5396.396         0.452          0.826       0.00976653   
    L20G013T34-0_G0178T64-3_C9S       5648.032         0.272         2860.37       7088.863       2648.586        2860.37         0.359          0.776       0.00774515   
    L20G013T34-0_G017T64-6_C9S         6928.82         0.291        3383.569       9103.387       3736.369       3383.569         0.329          0.793       0.00710574   
    L20G013T34-0_G018T64-10_C9S       10445.768        0.24         4445.237       12312.009      3888.003       4445.237         0.397          0.948       0.00858146   
    L20G013T34-0_G018T64-3_C9S        7271.168         0.267        3745.212       9027.045        3288.16       3745.212         0.362          0.766       0.00782382   
    L20G013T34-0_G023T34-1_C6S         9600.35         0.243        3758.225       11374.929      3651.397       3758.225         0.335          1.028       0.00722763   
    L20G013T34-0_G023T64-0_C9S        15759.46         0.274         6936.22       19868.729      7498.666        6936.22         0.454          0.892        0.0097969   
    L20G013T34-0_G025T34-1_C6S        10459.987        0.253        4237.699       12623.324      4275.369       4237.699         0.353          0.985       0.00762826   
    L20G013T34-0_G025T34-4_C6S        8247.399         0.236        3118.298       9655.127       2982.474       3118.298         0.322          1.07         0.0069459   
    L20G013T34-0_G025T64-3_C9S        6960.601         0.312        4257.614       9707.636        4402.3        4257.614         0.336          0.623        0.0072548   
    L20G013T34-0_G027T34-0_C6S        10545.626        0.254        4316.574       12751.126      4341.536       4316.574         0.363          0.974       0.00783929   
    L20G013T34-0_G027T34-2_C6S        7548.987         0.235         2765.26       8822.817       2710.277        2765.26         0.315          1.105       0.00680454   
    L20G013T34-0_G028T64-0_C9S        8183.125         0.298        3753.683       10954.694      4650.283       3753.683         0.345          0.84        0.00745967   
    L20G013T34-0_G028T64-1_C9S         4937.53         0.293        3219.352       6521.242        2702.58       3219.352         0.337          0.593       0.00727741   
    L20G013T34-0_G046T64-0_C9S        10773.976        0.232        3541.538       12530.307      3785.197       3541.538         0.374          1.235       0.00807744   
    L20G013T34-0_G048T64-0_C9S        13320.575        0.234        3983.455       15542.646      4748.015       3983.455         0.419          1.355       0.00905029   
    L20G013T34-0_G058T64-2_C9S        14685.818        0.224         4571.29       16867.059      4868.842        4571.29         0.441          1.312       0.00952558   
    L20G013T34-0_G058T64-6_C9S        7718.651         0.291        4315.474       10141.101      4162.286       4315.474         0.36           0.693       0.00777904   
    L20G013T34-0_G067T64-0_C9S        12546.732        0.254        5110.361       15170.742      5165.373       5110.361         0.413          0.979       0.00891495   
    L20G013T34-0_G068T64-3_C9S         6470.3           0.3         3670.125       8710.019       3732.865       3670.125         0.343          0.678       0.00740537   
    L20G013T34-0_G123T64-0_C9S        13637.975        0.21         4540.067       15351.952      4080.899       4540.067         0.389          1.241       0.00840555   
    L20G013T34-0_G123T64-1_C9S        15548.008        0.233        5021.179       18111.974      5502.073       5021.179         0.387          1.256       0.00836299   
    L20G013T34-0_G123T64-2_C9S         8822.09         0.262        3817.624       10838.309      3847.747       3817.624         0.328          0.916       0.00709257   
     L20G013T34-0_G12T64-0_C9S        14459.142        0.236        5433.021       16927.136      5228.801       5433.021         0.467          1.077       0.01007689   
     L20G013T34-0_G12T64-1_C9S        15432.081        0.23         5579.158       17890.247       5343.84       5579.158         0.476          1.124        0.0102743   
     L20G013T34-0_G12T64-2_C9S        10181.756        0.265        4529.675       12586.983      4538.164       4529.675         0.388          0.888       0.00838039   
     L20G013T34-0_G17T64-1_C9S        11067.606        0.203        3271.349       12344.114      3144.109       3271.349         0.407          1.406       0.00878092   
           L20G013T34-1S              2761.306         0.339        1780.754       4233.305        2171.09       1780.754         0.18           0.579       0.00389057   
    L20G013T34-1_G0128T64-2_C9S       9293.746         0.29         4532.726       12178.958      4974.504       4532.726          0.4           0.795        0.0086498   
    L20G013T34-1_G0128T64-3_C9S       11651.254        0.266        5077.428       14434.082       5230.88       5077.428         0.406          0.906       0.00877799   
    L20G013T34-1_G023T64-3_C9S        15767.985        0.274        6940.134       19879.477      7502.723       6940.134         0.454          0.892       0.00979687   
    L20G013T34-1_G025T64-0_C9S        6961.674         0.312        4256.435       9709.133       4402.979       4256.435         0.336          0.623        0.0072548   
    L20G013T34-1_G046T64-1_C9S        10771.991        0.232        3535.836       12527.999       3784.5        3535.836         0.374          1.236       0.00807744   
    L20G013T34-1_G048T64-1_C9S        13322.736        0.234        3987.187       15545.167      4748.785       3987.187         0.419          1.354       0.00905029   
    L20G013T34-1_G058T64-7_C9S        14685.144        0.224        4572.779       16866.285      4868.618       4572.779         0.441          1.312       0.00952558   
    L20G013T34-1_G067T64-1_C9S        12539.375        0.254        5111.194       15161.846      5162.344       5111.194         0.413          0.978       0.00891495   
    L20G013T34-1_G123T64-0_C9S        15548.073        0.233        5022.783       18112.05       5502.096       5022.783         0.387          1.255       0.00836299   
     L20G013T34-1_G12T64-0_C9S        15422.852        0.23         5573.215       17879.548      5340.644       5573.215         0.476          1.125        0.0102743   
     L20G013T34-1_G12T64-1_C9S        14439.803        0.237        5427.477       16932.862      5259.618       5427.477         0.466          1.075       0.01007313   
     L20G013T34-1_G12T64-2_C9S        10163.309        0.265        4521.277       12564.178      4529.942       4521.277         0.388          0.888       0.00838415   
          L20G0145T64-0S              1906.843          0.3          866.14        2566.904       1100.102        866.14          0.153          0.847       0.00329827   
          L20G0145T64-1S              1907.067          0.3          865.233       2567.206       1100.231        865.233         0.153          0.848       0.00329585   
           L20G014T64-0S              8338.328         0.267        3632.763       10351.908       3770.75       3632.763         0.342          0.906       0.00739177   
    L20G014T64-0_G015T34-2_C9S        12577.485        0.271        5752.122       15751.079      5855.339       5752.122         0.443          0.86        0.00957252   
    L20G014T64-0_G017T34-0_C9S        12981.523        0.277        6020.312       16479.278      6313.638       6020.312         0.453          0.844       0.00977778   
           L20G014T64-2S              4197.794        -0.261         867.709       4706.273       -974.098        867.709         0.275          3.273       0.00593134   
    L20G014T64-2_G015T34-11_C9S        8506.54         0.131        2678.575       8856.329       1335.074       2678.575         0.393          1.404       0.00848615   
    L20G014T64-2_G015T34-2_C9S        10454.766        0.205        3626.023       11690.75       3014.596       3626.023         0.429          1.196       0.00926971   
    L20G014T64-2_G017T34-0_C9S        10957.55         0.218        3929.662       12473.658      3477.311       3929.662         0.439          1.145       0.00947827   
    L20G014T64-2_G017T34-4_C9S        8101.895         0.112        2485.307       8337.447        1051.57       2485.307         0.384          1.466       0.00829448   
    L20G014T64-2_G025T34-2_C9S        11197.548        0.102        2665.953       11463.167      1302.052       2665.953         0.385          1.906       0.00832674   
    L20G014T64-2_G025T34-4_C9S        12730.629        0.175        3064.207       13751.58       2917.002       3064.207         0.403          1.768       0.00869744   
    L20G014T64-2_G025T34-5_C9S        12597.709        0.162        3171.863       13439.489      2598.087       3171.863         0.424          1.709       0.00916461   
    L20G014T64-2_G027T34-1_C9S        10540.688        0.08         2510.268       10689.41        929.514       2510.268         0.376          1.944       0.00811752   
    L20G014T64-2_G027T34-2_C9S        12009.927        0.154        2622.653       12723.272      2316.057       2622.653         0.395          1.984       0.00852817   
    L20G014T64-2_G027T34-3_C9S        12649.316        0.164        3234.565       13519.202      2652.092       3234.565         0.434          1.68        0.00937565   
           L20G014T64-3S              4196.516        -0.261         866.647        4704.84       -973.801        866.647         0.275          3.276       0.00593134   
    L20G014T64-3_G025T34-1_C9S        12609.175        0.162        3173.707       13451.721      2600.452       3173.707         0.424          1.71        0.00916461   
    L20G014T64-3_G025T34-4_C9S        11204.673        0.102        2665.897       11470.461      1302.881       2665.897         0.385          1.907       0.00832674   
    L20G014T64-3_G027T34-0_C9S        12650.111        0.164         3235.07       13520.052      2652.259        3235.07         0.434          1.68        0.00937565   
    L20G014T64-3_G027T34-2_C9S        10546.598        0.08         2509.538       10695.404       930.035       2509.538         0.376          1.946       0.00811752   
           L20G014T64-4S              8337.102         0.267        3639.191       10350.386      3770.195       3639.191         0.342          1.106       0.00739177   
           L20G014T64-6S              2212.122         0.321        1516.278       3176.091        1501.51       1516.278         0.197          0.552       0.00425297   
           L20G014T64-7S              2210.112         0.322        1514.344       3183.923       1512.129       1514.344         0.197          0.552       0.00425297   
          L20G0156T64-0S               526.955         0.181         641.091        572.779        126.585        641.091         0.154          0.348       0.00332664   
          L20G0156T64-1S               530.119         0.185         643.023        578.725        131.367        643.023         0.154          0.348       0.00332655   
