         Name                 E11            V12            G12            C11            C12            C44        RelDensity      AniRatio         mass      
    L20G012T34-4_G012T64-10_C9S       6904.897         0.33         4841.882       10230.608      5038.956       4841.882         0.379          0.536       0.00817584   
    L20G012T34-4_G012T64-5_C9S        5280.696         0.348        4280.369       8401.857       4484.427       4280.369         0.365          0.458       0.00789134   
    L20G012T34-4_G0138T64-2_C9S       7124.034         0.287        3607.609       9264.615       3729.235       3607.609         0.366          0.767       0.00789669   
    L20G012T34-4_G013T34-0_C6S        5875.493         0.323        3968.365       8493.171       4052.133       3968.365         0.31           0.56        0.00668592   
    L20G012T34-4_G014T64-4_C9S        10439.994        0.291        5357.499       13716.521      5629.771       5357.499          0.4           0.755        0.0086406   
    L20G012T34-4_G0158T64-3_C9S       8669.238         0.296        4298.055       11542.195      4852.969       4298.055         0.391          0.778        0.0084486   
    L20G012T34-4_G0158T64-5_C9S       5223.973         0.294        2904.305       6917.898       2880.824       2904.305         0.34           0.695       0.00734703   
    L20G012T34-4_G015T34-11_C6S       4450.381         0.342        3462.082       6905.315       3589.085       3462.082         0.297          0.479       0.00641379   
    L20G012T34-4_G015T34-2_C6S         7700.24         0.305        4454.153       10515.113      4614.546       4454.153         0.322          0.662       0.00695741   
    L20G012T34-4_G0178T64-2_C9S       9096.749         0.302        4601.755       12315.03       5328.279       4601.755         0.404          0.759       0.00872444   
    L20G012T34-4_G0178T64-3_C9S       4338.037         0.305        2608.886       5923.835       2599.669       2608.886         0.327          0.637       0.00707229   
    L20G012T34-4_G017T34-0_C6S        8588.755         0.298         4662.05       11497.708      4880.793        4662.05         0.328          0.71        0.00709253   
    L20G012T34-4_G017T34-4_C6S        3891.063         0.35         3215.165       6244.916       3362.647       3215.165         0.291          0.448       0.00627762   
    L20G012T34-4_G018T64-1_C9S        5509.472         0.347        4303.857        8728.39        4638.21       4303.857         0.336          0.475        0.0072483   
    L20G012T34-4_G018T64-3_C9S        4178.557         0.307        3382.952       5739.799       2542.739       3382.952         0.349          0.473       0.00754413   
    L20G012T34-4_G018T64-9_C9S        7992.319         0.297         4278.22       10669.944      4507.786        4278.22         0.372          0.72         0.0080432   
    L20G012T34-4_G028T64-1_C9S         4641.3          0.344        2989.688       7260.886       3807.538       2989.688         0.299          0.578       0.00646101   
    L20G012T34-4_G048T64-1_C9S        12016.611        0.208        3255.027       13490.48       3542.954       3255.027         0.39           1.528       0.00841453   
    L20G012T34-4_G058T64-7_C9S        13115.378        0.199        3704.659       14554.512      3615.915       3704.659         0.41           1.476       0.00885122   
     L20G012T34-4_G12T64-0_C9S        13123.646        0.238        5676.089       15415.498      4814.814       5676.089         0.446          0.934       0.00963475   
     L20G012T34-4_G12T64-1_C9S        14417.468        0.25         5737.729       17300.962      5766.987       5737.729         0.449          1.005       0.00970441   
     L20G012T34-4_G12T64-2_C9S        7137.927         0.31         4444.583       9893.872       4445.073       4444.583         0.363          0.613       0.00784536   
     L20G012T34-4_G13T64-0_C9S        8674.511         0.299        5089.143       11644.687      4966.849       5089.143         0.399          0.656       0.00862034   
     L20G012T34-4_G17T64-0_C9S        12391.685        0.241        4382.768       14630.885      4645.643       4382.768         0.395          1.139       0.00852945   
     L20G012T34-4_G17T64-1_C9S        10271.384        0.202        3670.625       11441.452      2896.207       3670.625         0.402          1.164       0.00869281   
           L20G012T34-7S              1760.596         0.383        1851.895       3356.656       2083.629       1851.895         0.162          0.344       0.00349379   
    L20G012T34-7_G0124T64-1_C9S       10191.702        0.252        3844.872       12276.153      4135.816       3844.872         0.338          1.059       0.00729026   
    L20G012T34-7_G0125T64-4_C9S       11943.151        0.234        4246.953       13935.447      4257.043       4246.953         0.365          1.139       0.00789099   
    L20G012T34-7_G0128T64-1_C9S       8284.728         0.306        4646.873       11346.524      5002.934       4646.873         0.376          0.683        0.0081145   
    L20G012T34-7_G0128T64-3_C9S       7939.741         0.302        4440.835       10748.691       4650.58       4440.835         0.364          0.687       0.00785231   
    L20G012T34-7_G012T64-10_C9S       5273.554         0.347        4279.664       8354.636        4439.6        4279.664         0.365          0.457       0.00789127   
    L20G012T34-7_G0138T64-2_C9S       6712.421         0.299        3991.226       9010.772       3843.396       3991.226         0.367          0.647       0.00792247   
    L20G012T34-7_G014T64-0_C9S        10427.979        0.291        5356.338       13700.735      5623.292       5356.338          0.4           0.754        0.0086406   
    L20G012T34-7_G0158T64-3_C9S       8084.627         0.305        4710.112       11040.015      4844.899       4710.112         0.392          0.658       0.00847438   
    L20G012T34-7_G0158T64-5_C9S       5016.236         0.299        3216.585       6733.809       2872.195       3216.585         0.341           0.6         0.0073728   
    L20G012T34-7_G0178T64-2_C9S       8567.672         0.308        5004.743       11804.021      5253.813       5004.743         0.405          0.654       0.00875021   
    L20G012T34-7_G0178T64-3_C9S       4298.692         0.305        2882.793       5870.107        2576.09       2882.793         0.329          0.571       0.00709807   
    L20G012T34-7_G018T64-10_C9S       7992.466         0.297        4277.742       10670.14       4507.868       4277.742         0.372          0.72         0.0080432   
    L20G012T34-7_G018T64-3_C9S        5509.145         0.346        4304.714       8690.928       4597.953       4304.714         0.336          0.475        0.0072483   
    L20G012T34-7_G023T34-1_C6S        8478.861         0.25         3583.768       10174.633      3391.544       3583.768         0.306          0.946       0.00661078   
    L20G012T34-7_G025T34-1_C6S        9058.538         0.271        4154.393       11344.219      4217.124       4154.393         0.319          0.858       0.00688354   
    L20G012T34-7_G025T34-4_C6S        7454.901         0.232        3011.296        8670.17       2619.114       3011.296         0.294          1.005        0.0063403   
    L20G012T34-7_G027T34-0_C6S        9267.924         0.275        4419.754       11711.102      4442.142       4419.754         0.325          0.822       0.00701993   
    L20G012T34-7_G027T34-2_C6S        6766.691         0.233        2732.235       7882.562       2394.572       2732.235         0.287          1.004       0.00620468   
    L20G012T34-7_G028T64-0_C9S        4631.061         0.344         2990.02       7244.868       3799.138        2990.02         0.299          0.576       0.00646101   
    L20G012T34-7_G028T64-1_C9S         3451.59         0.329        2806.246       5095.545       2498.412       2806.246         0.309          0.463       0.00668187   
    L20G012T34-7_G058T64-6_C9S        7659.869         0.291         4549.07       10063.871      4130.587        4549.07         0.359          0.652       0.00775298   
    L20G012T34-7_G068T64-3_C9S         6847.11         0.296        3998.521        9116.22       3832.956       3998.521         0.343          0.661       0.00741038   
    L20G012T34-7_G123T64-0_C9S        13209.229        0.202        4197.842       14713.962      3724.587       4197.842         0.359          1.309       0.00774429   
    L20G012T34-7_G123T64-2_C9S        9181.384         0.236        3394.966       10748.531      3320.227       3394.966         0.301          1.094       0.00649741   
     L20G012T34-7_G12T64-0_C9S        14414.139        0.25         5733.928       17296.967      5765.656       5733.928         0.449          1.006       0.00970441   
     L20G012T34-7_G12T64-1_C9S        13129.183        0.238        5678.049       15422.002      4816.846       5678.049         0.446          0.934       0.00963475   
     L20G012T34-7_G12T64-2_C9S        7134.948         0.31         4444.281       9889.743       4443.218       4444.281         0.363          0.613       0.00783575   
     L20G012T34-7_G17T64-1_C9S        12381.985        0.242        4377.878       14644.96       4675.568       4377.878         0.395          1.139       0.00852945   
           L20G012T64-0S              4331.254         0.103         444.53        4436.189        509.395        444.53          0.119          4.417       0.00257499   
    L20G012T64-0_G013T34-0_C9S        7490.919         0.227        2147.821       8643.256       2538.188       2147.821         0.272          1.421       0.00588195   
    L20G012T64-0_G013T34-1_C9S        7819.509         0.227        2453.764       9022.394       2649.526       2453.764         0.272          1.299       0.00588195   
    L20G012T64-0_G015T34-11_C9S       6652.809         0.204        1741.311       7429.677       1904.088       1741.311         0.255          1.587       0.00550089   
    L20G012T64-0_G015T34-15_C9S       8610.956         0.253        2847.202       10391.876      3519.605       2847.202         0.29           1.207       0.00626888   
    L20G012T64-0_G015T34-2_C9S        8403.766         0.253        2601.893       10141.835      3434.919       2601.893         0.29           1.289       0.00626888   
    L20G012T64-0_G015T34-6_C9S         7021.31         0.199         2009.78        7791.75       1935.778        2009.78         0.254          1.457       0.00549439   
    L20G012T64-0_G017T34-0_C9S         8817.61         0.263        2842.521       10855.171      3873.691       2842.521         0.299          1.228       0.00646171   
    L20G012T64-0_G017T34-1_C9S        6616.457         0.185        1786.557        7223.11       1639.602       1786.557         0.245          1.563        0.0053005   
    L20G012T64-0_G017T34-4_C9S        6279.675         0.194        1547.501       6926.542       1667.183       1547.501         0.246          1.699       0.00530917   
    L20G012T64-0_G017T34-5_C9S        8973.165         0.26         3010.133       10979.071      3857.511       3010.133         0.299          1.183       0.00646171   
    L20G012T64-0_G023T34-1_C9S        9454.478         0.185        1298.014       10321.344      2342.882       1298.014         0.269          3.073       0.00580234   
    L20G012T64-0_G023T34-2_C9S        9804.225         0.182        1746.463       10668.22       2373.614       1746.463         0.268          2.375       0.00579156   
    L20G012T64-0_G025T34-1_C9S        9973.503         0.207        1713.511       11181.911      2918.859       1713.511         0.286          2.411       0.00618472   
    L20G012T64-0_G025T34-2_C9S        8907.199         0.15         1443.124       9405.117       1659.727       1443.124         0.25           2.684       0.00540565   
    L20G012T64-0_G025T34-4_C9S        8592.957         0.15          919.938       9073.309       1601.172        919.938         0.251          4.061       0.00541796   
    L20G012T64-0_G025T34-5_C9S        10253.201        0.203        1996.248       11435.778      2912.752       1996.248         0.286          2.135       0.00617976   
    L20G012T64-0_G027T34-0_C9S        10114.963        0.211        1880.448       11401.692      3049.122       1880.448         0.295          2.221       0.00637704   
    L20G012T64-0_G027T34-1_C9S        8340.644         0.136        1293.168        8713.72       1371.604       1293.168         0.241          2.839       0.00521231   
    L20G012T64-0_G027T34-2_C9S        8061.077         0.133         789.026       8404.003       1289.195        789.026         0.242          4.509       0.00522513   
    L20G012T64-0_G027T34-3_C9S        10317.576        0.205        2067.576       11537.341      2975.038       2067.576         0.295          2.071        0.0063745   
     L20G012T64-0_G18T34-1_C9S        7239.272         0.237        2027.951       8489.146       2636.864       2027.951         0.266          1.443       0.00575545   
          L20G012T64-10S              3824.699         0.333        2608.629       5729.893       2860.651       2608.629         0.274          0.55        0.00591455   
    L20G012T64-10_G013T34-1_C9S       9875.209         0.272        4812.285       12394.406      4630.877       4812.285         0.383          0.807       0.00827903   
   L20G012T64-10_G015T34-15_C9S       10837.709        0.279        5214.272       13822.288      5348.708       5214.272          0.4           0.813        0.0086415   
    L20G012T64-10_G017T34-5_C9S       11237.661        0.285        5427.038       14541.539      5796.278       5427.038         0.409          0.806       0.00882709   
    L20G012T64-10_G023T34-2_C9S       11246.962        0.257        4056.371       13678.942      4731.478       4056.371         0.368          1.103        0.0079429   
    L20G012T64-10_G025T34-5_C9S       11549.374        0.263        4301.814       14218.188       5073.79       4301.814         0.384          1.063       0.00829745   
    L20G012T64-10_G027T34-3_C9S       11640.787        0.266         4426.74       14421.115      5226.181        4426.74         0.393          1.039       0.00848097   
           L20G012T64-1S              15319.932        0.253        5653.364       18488.404      6261.802       5653.364         0.43           1.081       0.00928509   
    L20G012T64-1_G023T34-1_C9S        18724.99         0.256        6475.264       22729.248      7820.817       6475.264         0.491          1.151       0.01060464   
           L20G012T64-2S              4110.953         0.098         423.614        4200.4         456.363        423.614         0.115          4.419       0.00248057   
    L20G012T64-2_G013T34-0_C9S        7439.794         0.255        2747.709       9013.166       3085.043       2747.709         0.268          1.079       0.00578753   
    L20G012T64-2_G015T34-11_C9S       6584.012         0.235        2411.965       7695.011       2363.827       2411.965         0.25           1.105       0.00540648   
    L20G012T64-2_G015T34-2_C9S        8424.755         0.264         2994.84       10393.122      3727.968        2994.84         0.285          1.113       0.00616145   
    L20G012T64-2_G017T34-0_C9S        8965.244         0.264        3117.267       11059.891      3967.135       3117.267         0.294          1.138       0.00634126   
    L20G012T64-2_G017T34-4_C9S        6221.405         0.223        2189.968        7134.66       2047.657       2189.968         0.241          1.161       0.00521476   
    L20G012T64-2_G023T34-2_C9S        8597.653         0.16         1083.264       9155.716       1743.946       1083.264         0.253          3.421       0.00545674   
    L20G012T64-2_G025T34-2_C9S        7619.291         0.113         739.259       7845.165        999.44         739.259         0.235          4.63        0.00507083   
    L20G012T64-2_G025T34-5_C9S        9096.263         0.191         1422.75       9997.958       2360.457        1422.75         0.271          2.684       0.00584494   
    L20G012T64-2_G027T34-1_C9S        7031.461         0.097         620.567       7181.111        771.393        620.567         0.226          5.164       0.00487749   
    L20G012T64-2_G027T34-3_C9S        9152.392         0.194        1518.517       10095.176      2429.856       1518.517         0.28           2.524       0.00603967   
           L20G012T64-5S              3823.446         0.334         2606.58       5749.569       2883.417        2606.58         0.274          0.55        0.00591565   
    L20G012T64-5_G012T34-7_C9S        6898.892         0.33          4842.25       10221.711      5034.574        4842.25         0.379          0.536       0.00817694   
    L20G012T64-5_G013T34-0_C9S        9887.155         0.272        4815.814        12409.4       4636.479       4815.814         0.383          0.807       0.00828013   
    L20G012T64-5_G015T34-2_C9S        10847.721        0.279         5214.85       13835.057      5353.649        5214.85          0.4           0.813       0.00864261   
    L20G012T64-5_G017T34-0_C9S        11244.659        0.285        5430.274       14550.595      5799.887       5430.274         0.409          0.806       0.00882819   
    L20G012T64-5_G023T34-1_C9S        11237.534        0.256        4053.318       13640.632      4693.551       4053.318         0.368          1.104        0.0079429   
    L20G012T64-5_G025T34-1_C9S        11547.465        0.263        4298.516       14215.837      5072.952       4298.516         0.384          1.063       0.00829745   
    L20G012T64-5_G027T34-0_C9S        11638.893        0.266        4424.771       14418.769       5225.33       4424.771         0.393          1.039       0.00848096   
           L20G012T64-9S              15310.402        0.253        5651.429       18476.903      6257.907       5651.429         0.43           1.081       0.00928399   
    L20G012T64-9_G023T34-2_C9S        18726.517        0.256         6473.16       22731.102      7821.454        6473.16         0.491          1.152       0.01060464   
          L20G0134T64-0S              1439.929         0.33         1016.024       2133.464       1050.811       1016.024         0.137          0.533       0.00295891   
          L20G0134T64-1S              1381.761          0.3          986.319       1860.063        797.17         986.319         0.155          0.539       0.00335859   
          L20G0134T64-2S              1439.601         0.33         1016.189       2132.978       1050.571       1016.189         0.137          0.533       0.00295891   
          L20G0134T64-3S              1386.511         0.299         986.905       1861.256        793.888        986.905         0.155          0.541       0.00335859   
          L20G0135T64-0S               1333.11         0.299         946.476        1789.57        763.312        946.476         0.146          0.542       0.00314816   
          L20G0135T64-1S              1339.093          0.3          948.748       1802.625        772.554        948.748         0.146          0.543       0.00314622   
          L20G0137T64-0S              1691.188         0.293         1144.55       2233.636        925.679        1144.55         0.165          0.571       0.00356386   
          L20G0137T64-1S              1696.522         0.294        1141.694       2246.636        935.568       1141.694         0.165          0.574       0.00356361   
          L20G0138T64-1S              3357.677         0.161         968.544       3578.813        686.757        968.544         0.242          1.493       0.00523328   
          L20G0138T64-2S              3359.594         0.162         967.738       3584.082        692.866        967.738         0.242          1.494       0.00523328   
           L20G013T34-0S              2493.979         0.34         1617.662        3838.68       1977.502       1617.662         0.166          0.575       0.00358417   
    L20G013T34-0_G0124T64-3_C9S       13551.273        0.243        5478.615       16056.161      5154.091       5478.615         0.431          0.995        0.0093187   
    L20G013T34-0_G0128T64-1_C9S       10500.944        0.268        4618.535       13064.783      4783.281       4618.535         0.381          0.897       0.00822405   
    L20G013T34-0_G0134T64-0_C9S       4959.001         0.312        2776.497       6916.095       3136.369       2776.497         0.265          0.681       0.00572435   
    L20G013T34-0_G0135T64-1_C9S       4875.758         0.32         2722.952       6977.095       3283.339       2722.952         0.279          0.678       0.00602653   
    L20G013T34-0_G0137T64-1_C9S       5269.543         0.314         2896.24       7395.351       3385.044        2896.24         0.298          0.692       0.00643987   
    L20G013T34-0_G0138T64-2_C9S       7222.318         0.255        3578.505       8749.698       2994.863       3578.505         0.371          0.804       0.00801285   
    L20G013T34-0_G0145T64-0_C9S       4947.505         0.319        2970.732       7056.348       3305.396       2970.732         0.281          0.631       0.00606541   
    L20G013T34-0_G014T64-0_C9S        10798.569        0.258        4812.166       13159.643      4575.725       4812.166         0.401          0.892       0.00866638   
    L20G013T34-0_G014T64-2_C9S        8341.224         0.159        2681.459       8874.788       1677.873       2681.459         0.382          1.342       0.00825034   
    L20G013T34-0_G0156T64-1_C9S       4983.897         0.308        2560.973       6866.512       3056.193       2560.973         0.273          0.744       0.00590706   
    L20G013T34-0_G0158T64-3_C9S       9123.733         0.262        4570.165       11208.89       3979.308       4570.165         0.404          0.791       0.00872909   
    L20G013T34-0_G0158T64-5_C9S       5534.077         0.267        2855.432       6870.473       2502.614       2855.432         0.346          0.765       0.00746319   
    L20G013T34-0_G015T64-10_C9S       6721.183         0.169        2191.568       7217.291       1467.776       2191.568         0.354          1.312       0.00765213   
    L20G013T34-0_G015T64-17_C9S       5459.061         0.303        2756.141       7411.568       3221.958       2756.141         0.277          0.76        0.00599251   
    L20G013T34-0_G0167T64-1_C9S       5823.522         0.308        3282.503       8023.297       3571.063       3282.503         0.303          0.678       0.00654674   
    L20G013T34-0_G0167T64-4_C9S       4972.559         0.304        2475.651       6770.575       2957.262       2475.651         0.263          0.77        0.00567986   
    L20G013T34-0_G0178T64-2_C9S       9674.686         0.258        4832.534       11790.026      4099.497       4832.534         0.422          0.796       0.00912476   
    L20G013T34-0_G0178T64-3_C9S       4799.483         0.278        2539.822       6106.858       2351.394       2539.822         0.333          0.739       0.00718846   
    L20G013T34-0_G017T64-6_C9S         6286.71         0.293        3071.185       8303.171       3441.059       3071.185         0.31           0.792       0.00668851   
    L20G013T34-0_G018T64-10_C9S       9624.365         0.239        4071.906       11324.393      3556.544       4071.906         0.376          0.954        0.0081219   
    L20G013T34-0_G018T64-3_C9S        6605.912         0.269        3423.687       8236.573       3030.969       3423.687         0.339          0.76        0.00731821   
    L20G013T34-0_G023T34-1_C6S        8747.415         0.242        3420.044       10346.123      3303.116       3420.044         0.31           1.03        0.00670117   
    L20G013T34-0_G023T64-0_C9S        14271.731        0.274        6321.184       17993.076      6790.775       6321.184         0.424          0.886       0.00915551   
    L20G013T34-0_G025T34-1_C6S         9526.61         0.253        3843.409       11496.906      3893.865       3843.409         0.328          0.989       0.00707412   
    L20G013T34-0_G025T34-4_C6S        7479.475         0.235        2816.178       8741.576       2685.321       2816.178         0.298          1.075       0.00643068   
    L20G013T34-0_G025T64-3_C9S        6182.002         0.314         3863.69       8675.908       3971.188        3863.69         0.312          0.609       0.00674789   
    L20G013T34-0_G027T34-0_C6S        9599.824         0.254        3912.234       11607.52       3952.158       3912.234         0.337          0.978       0.00726885   
    L20G013T34-0_G027T34-2_C6S        6835.951         0.235        2482.847       7989.462       2454.279       2482.847         0.291          1.115       0.00629506   
    L20G013T34-0_G028T64-0_C9S        7213.058         0.303        3374.754       9792.906       4257.174       3374.754         0.321          0.82        0.00692559   
    L20G013T34-0_G028T64-1_C9S        4231.074         0.299        2888.367       5679.805       2422.627       2888.367         0.313          0.564       0.00676887   
    L20G013T34-0_G046T64-0_C9S        9667.001         0.23         3137.574       11206.852      3347.501       3137.574         0.348          1.252       0.00751177   
    L20G013T34-0_G048T64-0_C9S        12076.53         0.228        3533.478       13956.04       4121.732       3533.478         0.392          1.392       0.00846912   
    L20G013T34-0_G058T64-2_C9S        13248.723        0.217        4028.358       15060.132      4173.753       4028.358         0.412          1.351       0.00890581   
    L20G013T34-0_G058T64-6_C9S        6907.827         0.295        3959.244       9172.272       3838.043       3959.244         0.338          0.674       0.00729235   
    L20G013T34-0_G067T64-0_C9S        11324.199        0.255         4628.43       13719.047      4695.781        4628.43         0.385          0.975       0.00832179   
    L20G013T34-0_G068T64-3_C9S        5800.799         0.303        3369.096       7875.533       3423.654       3369.096         0.322          0.661       0.00694975   
    L20G013T34-0_G123T64-0_C9S        12438.239        0.208        4100.493       13963.822      3667.266       4100.493         0.362          1.256       0.00781759   
    L20G013T34-0_G123T64-1_C9S        14221.316        0.232        4549.174       16539.619      4996.343       4549.174         0.36           1.269       0.00778098   
    L20G013T34-0_G123T64-2_C9S        7886.158         0.263        3440.917       9708.481       3464.492       3440.917         0.304          0.907        0.0065697   
     L20G013T34-0_G12T64-0_C9S        12887.429        0.235        4801.367       15062.078      4626.913       4801.367         0.435          1.087       0.00940027   
     L20G013T34-0_G12T64-1_C9S        13738.595        0.23         4931.564       15927.007      4757.418       4931.564         0.443          1.132       0.00957239   
     L20G013T34-0_G12T64-2_C9S        9011.325         0.265        4027.462       11140.062      4016.485       4027.462         0.36           0.884       0.00777339   
     L20G013T34-0_G17T64-1_C9S        9944.962         0.202        2884.438       11077.845      2804.166       2884.438         0.38           1.434       0.00820589   
           L20G013T34-1S              2494.155         0.34         1616.242       3838.951       1977.642       1616.242         0.166          0.576       0.00358417   
    L20G013T34-1_G0128T64-2_C9S       8220.464         0.292        4053.539       10828.636      4466.048       4053.539         0.373          0.785       0.00806539   
    L20G013T34-1_G0128T64-3_C9S       10476.842        0.268        4614.077       13034.796      4772.302       4614.077         0.381          0.895       0.00822405   
    L20G013T34-1_G023T64-3_C9S        14266.24         0.274        6321.575       17986.153      6788.162       6321.575         0.424          0.886       0.00915875   
    L20G013T34-1_G025T64-0_C9S        6182.751         0.314        3864.779       8676.959       3971.669       3864.779         0.312          0.609       0.00674789   
    L20G013T34-1_G046T64-1_C9S        9668.419         0.231         3145.74       11226.425      3372.307        3145.74         0.348          1.248       0.00751177   
    L20G013T34-1_G048T64-1_C9S        12065.793        0.228        3532.371       13943.632      4118.067       3532.371         0.392          1.391       0.00846912   
    L20G013T34-1_G058T64-7_C9S        13240.791        0.216        4026.762       15029.623      4140.814       4026.762         0.412          1.352       0.00890581   
    L20G013T34-1_G067T64-1_C9S        11331.755        0.255        4629.478       13728.201      4698.915       4629.478         0.385          0.975       0.00832179   
    L20G013T34-1_G123T64-0_C9S        14223.898        0.231        4550.624       16515.991      4961.241       4550.624         0.36           1.27        0.00778098   
     L20G013T34-1_G12T64-0_C9S        13732.51         0.23         4932.475       15919.953      4755.311       4932.475         0.443          1.132       0.00957239   
     L20G013T34-1_G12T64-1_C9S        12892.286        0.235        4807.291       15067.755      4628.657       4807.291         0.435          1.086       0.00940027   
     L20G013T34-1_G12T64-2_C9S        8995.145         0.266        4021.621       11143.578      4038.408       4021.621         0.36           0.883        0.0077798   
          L20G0145T64-0S              1694.068          0.3          765.56        2280.476        977.347        765.56          0.141          0.851       0.00304675   
          L20G0145T64-1S              1695.092         0.299         765.391       2275.496        970.575        765.391         0.141          0.852       0.00304564   
           L20G014T64-0S              7308.817         0.271         3280.97       9153.003       3402.557        3280.97         0.318          0.876       0.00687173   
    L20G014T64-0_G015T34-2_C9S        11466.364        0.272        5272.993       14391.47       5377.033       5272.993         0.417          0.855       0.00901566   
    L20G014T64-0_G017T34-0_C9S        11812.212        0.278        5513.031       15029.849      5787.116       5513.031         0.426          0.838       0.00920595   
           L20G014T64-2S               3567.02        -0.301         743.464       4144.223        -958.81        743.464         0.254          3.432       0.00548206   
    L20G014T64-2_G015T34-11_C9S       7507.328         0.117        2322.433       7747.546       1026.572       2322.433         0.366          1.447        0.007905    
    L20G014T64-2_G015T34-2_C9S        9309.524         0.199        3164.361       10331.047       2566.64       3164.361          0.4           1.227       0.00863727   
    L20G014T64-2_G017T34-0_C9S        9763.603         0.212        3439.511       11020.752      2964.974       3439.511         0.409          1.171        0.0088301   
    L20G014T64-2_G017T34-4_C9S        7104.788         0.093        2135.893       7242.923        742.659       2135.893         0.358          1.522       0.00772519   
    L20G014T64-2_G025T34-2_C9S        9894.465         0.084        2256.694       10049.285       921.55        2256.694         0.36           2.022       0.00777404   
    L20G014T64-2_G025T34-4_C9S        11499.85         0.174        2717.848       12409.564      2614.121       2717.848         0.374          1.802       0.00808364   
    L20G014T64-2_G025T34-5_C9S        11237.333        0.152        2732.101       11884.951      2130.321       2732.101         0.396          1.785       0.00854815   
    L20G014T64-2_G027T34-1_C9S         9286.88         0.059        2114.176       9356.101        586.621       2114.176         0.351          2.074        0.0075807   
    L20G014T64-2_G027T34-2_C9S        10852.373        0.153        2323.026       11487.337      2075.044       2323.026         0.367          2.026        0.007924    
    L20G014T64-2_G027T34-3_C9S        11291.583        0.154        2792.321       11962.261      2177.528       2792.321         0.405          1.752       0.00874289   
           L20G014T64-3S              3569.162        -0.301         744.857       4146.712       -959.385        744.857         0.254          3.428       0.00548206   
    L20G014T64-3_G025T34-1_C9S        11227.334        0.152        2730.516       11874.375      2128.426       2730.516         0.396          1.785       0.00854815   
    L20G014T64-3_G025T34-4_C9S         9885.57         0.084        2254.047       10040.251       920.722       2254.047         0.36           2.023       0.00777404   
    L20G014T64-3_G027T34-0_C9S        11290.792        0.154        2794.248       11961.423      2177.375       2794.248         0.405          1.751       0.00874289   
    L20G014T64-3_G027T34-2_C9S        9273.246         0.059        2114.055       9342.366        585.759       2114.055         0.351          2.071        0.0075807   
           L20G014T64-4S              7307.834         0.271        3280.793       9151.772       3402.099       3280.793         0.318          1.141       0.00687173   
           L20G014T64-6S              2004.938         0.323        1387.621       2898.188       1382.739       1387.621         0.184          0.546       0.00397743   
           L20G014T64-7S              2001.909         0.322        1383.166       2883.982       1369.679       1383.166         0.184          0.547       0.00397743   
