         Name                 E11            V12            G12            C11            C12            C44        RelDensity      AniRatio         mass      
    L20G012T34-4_G0128T64-1_C9S       3968.185         0.311        2354.436       5517.173       2490.335       2354.436         0.226          1.556       0.00487243   
    L20G012T34-4_G0128T64-3_C9S       4063.857         0.319        2446.179       5796.051       2715.037       2446.179         0.23           1.588       0.00496933   
    L20G012T34-4_G012T34-7_C6S        2112.968         0.368        2160.355        3697.6        2153.033       2160.355         0.173          2.797       0.00372798   
    L20G012T34-4_G012T64-10_C9S       3277.085         0.35         2662.208       5259.519       2832.049       2662.208         0.243          2.193       0.00525681   
    L20G012T34-4_G012T64-5_C9S        2615.027         0.358         2354.74       4353.044       2427.399        2354.74         0.238          2.446       0.00513288   
    L20G012T34-4_G012T64-9_C9S        10853.768        0.272        4646.461       13622.599      5089.762       4646.461         0.336          1.089       0.00726406   
    L20G012T34-4_G0138T64-2_C9S       2473.622         0.333        1808.416       3705.805       1850.124       1808.416         0.219          1.949       0.00472084   
    L20G012T34-4_G013T34-0_C6S        2799.489         0.336        2080.874        4241.96       2146.534       2080.874         0.179          1.986       0.00386264   
    L20G012T34-4_G014T64-4_C9S        4591.631         0.318        2887.813       6527.315       3043.528       2887.813         0.251          1.658       0.00541255   
    L20G012T34-4_G0158T64-3_C9S       3049.266         0.341        2205.883       4712.212       2438.337       2205.883         0.237          1.94        0.00511613   
    L20G012T34-4_G0158T64-5_C9S       1741.906         0.342         1407.7        2702.782       1404.789        1407.7           0.2           2.169       0.00432589   
    L20G012T34-4_G015T34-11_C6S        2083.57         0.355        1799.926       3420.035       1882.345       1799.926         0.17           2.341       0.00367963   
    L20G012T34-4_G015T34-2_C6S        3869.138         0.311        2373.949       5379.463       2428.176       2373.949         0.187          1.609       0.00404555   
    L20G012T34-4_G0178T64-2_C9S       3160.674         0.348        2368.218       5028.794        2684.08       2368.218         0.246          2.02        0.00531375   
    L20G012T34-4_G0178T64-3_C9S       1451.814         0.354         1251.82       2372.149       1299.908        1251.82         0.191          2.335       0.00412847   
    L20G012T34-4_G017T34-0_C6S        4416.728         0.301        2502.262        5962.35       2567.478       2502.262         0.192          1.474        0.0041369   
    L20G012T34-4_G017T34-4_C6S        1835.519         0.362        1666.355       3115.253       1767.589       1666.355         0.166          2.473       0.00358811   
    L20G012T34-4_G018T64-1_C9S         2819.37         0.357        2313.633       4671.079       2593.429       2313.633         0.203          2.227       0.00438679   
    L20G012T34-4_G018T64-3_C9S        1927.512         0.31         1723.657       2671.722       1200.339       1723.657         0.208          2.343        0.0044908   
    L20G012T34-4_G018T64-9_C9S        4268.397         0.31         2332.281        5916.42       2658.102       2332.281         0.241          1.432        0.0052023   
    L20G012T34-4_G028T64-1_C9S        1850.203         0.378        1558.628       3422.715       2080.042       1558.628         0.179          2.322       0.00386365   
    L20G012T34-4_G048T64-1_C9S        5999.512         0.167        1401.981       6430.072       1289.102       1401.981         0.235          0.545       0.00507533   
    L20G012T34-4_G058T64-7_C9S        6452.374         0.147        1548.158       6796.737       1171.302       1548.158         0.246          0.55        0.00531567   
     L20G012T34-4_G12T64-0_C9S        5840.406         0.235        2577.101       6825.927       2096.853       2577.101         0.263          1.09        0.00567132   
     L20G012T34-4_G12T64-1_C9S        6325.536         0.247        2578.853       7548.755       2476.152       2578.853         0.264          1.017       0.00569191   
     L20G012T34-4_G12T64-2_C9S        2927.491         0.327        2077.391        4291.05       2084.953       2077.391         0.209          1.883       0.00452418   
     L20G012T34-4_G13T64-0_C9S        3316.612         0.315        2422.462       4669.364       2147.226       2422.462         0.233          1.921       0.00502596   
     L20G012T34-4_G17T64-0_C9S        5668.547         0.244        1963.567       6728.267       2171.557       1963.567         0.233          0.862       0.00502604   
     L20G012T34-4_G17T64-1_C9S        4675.068         0.202        1616.983        5207.63       1318.222       1616.983         0.235          0.831       0.00507889   
           L20G012T34-7S               899.69          0.39          975.938       1794.673       1147.414        975.938         0.091          3.016       0.00197568   
    L20G012T34-7_G0124T64-1_C9S        4769.59         0.266        1992.141       5908.776       2141.328       1992.141         0.21           1.058       0.00452741   
    L20G012T34-7_G0125T64-4_C9S       5498.127         0.247        2157.784       6561.343        2152.26       2157.784         0.226          0.979       0.00487915   
    L20G012T34-7_G0128T64-1_C9S       4066.398         0.318        2447.975        5780.66       2695.381       2447.975         0.23           1.587       0.00496932   
    L20G012T34-7_G0128T64-3_C9S       3966.877         0.311         2355.41       5515.355       2489.514        2355.41         0.226          1.557       0.00487243   
    L20G012T34-7_G012T64-10_C9S       2616.604         0.358        2354.207        4355.67       2428.862       2354.207         0.238          2.444       0.00513289   
    L20G012T34-7_G012T64-9_C9S         9278.74         0.266        4145.962       11494.908       4165.73       4145.962         0.33           1.131       0.00713038   
    L20G012T34-7_G0138T64-2_C9S       2373.796         0.334        2040.547       3569.634       1790.177       2040.547         0.219          2.293       0.00472503   
    L20G012T34-7_G014T64-0_C9S        4592.624         0.318        2888.875       6528.726       3044.186       2888.875         0.251          1.658       0.00541255   
    L20G012T34-7_G0158T64-3_C9S       2878.199         0.345        2493.842       4521.454       2381.529       2493.842         0.237          2.331       0.00512031   
    L20G012T34-7_G0158T64-5_C9S       1752.899         0.338        1582.962       2676.787       1366.698       1582.962          0.2           2.417       0.00433007   
    L20G012T34-7_G0178T64-2_C9S       3024.991         0.351        2676.258       4876.376        2637.3        2676.258         0.246          2.391       0.00531793   
    L20G012T34-7_G0178T64-3_C9S       1493.849         0.348        1395.961        2376.79       1268.593       1395.961         0.191          2.519       0.00413265   
    L20G012T34-7_G018T64-10_C9S       4271.469         0.309        2332.066       5902.722       2639.567       2332.066         0.241          1.429        0.0052023   
    L20G012T34-7_G018T64-3_C9S        2818.932         0.357        2313.994       4670.353       2593.026       2313.994         0.203          2.228       0.00438679   
    L20G012T34-7_G023T34-1_C6S        4504.481         0.244        1892.538       5346.582       1725.616       1892.538         0.178          1.045        0.0038372   
    L20G012T34-7_G025T34-1_C6S        4827.111         0.268         2235.55       6005.665       2198.796        2235.55         0.186          1.174       0.00402031   
    L20G012T34-7_G025T34-4_C6S        3918.694         0.228        1554.519       4528.573       1337.454       1554.519         0.169          0.974       0.00365443   
    L20G012T34-7_G027T34-0_C6S        4934.309         0.273        2399.194       6206.925       2330.799       2399.194         0.19           1.238       0.00411187   
    L20G012T34-7_G027T34-2_C6S        3510.701         0.232        1391.767       4083.002       1233.407       1391.767         0.165          0.977       0.00356299   
    L20G012T34-7_G028T64-0_C9S        1847.491         0.378        1559.127       3417.698       2076.993       1559.127         0.179          2.326       0.00386365   
    L20G012T34-7_G028T64-1_C9S        1271.694         0.369        1461.405       2237.213       1308.291       1461.405         0.182          3.146       0.00393792   
    L20G012T34-7_G058T64-6_C9S         3341.75         0.311        2406.467       4646.208        2097.2        2406.467         0.213          1.888        0.0045968   
    L20G012T34-7_G068T64-3_C9S         2978.02         0.317        2113.674       4219.699       1958.484       2113.674         0.204          1.87        0.00440979   
    L20G012T34-7_G123T64-0_C9S        6945.197         0.188        2161.623       7607.458       1761.333       2161.623         0.211          0.74        0.00455549   
    L20G012T34-7_G123T64-2_C9S        4381.102         0.244         1729.53       5200.137       1678.351        1729.53         0.174          0.982       0.00374974   
     L20G012T34-7_G12T64-0_C9S        6320.618         0.247        2579.152       7542.886       2474.227       2579.152         0.264          1.018       0.00569398   
     L20G012T34-7_G12T64-1_C9S        5845.176         0.235        2577.011       6831.502       2098.566       2577.011         0.263          1.089       0.00567132   
     L20G012T34-7_G12T64-2_C9S        2926.967         0.327         2077.44       4290.282        2084.58        2077.44         0.209          1.884       0.00452108   
     L20G012T34-7_G17T64-1_C9S        5662.949         0.243        1960.201       6709.718       2153.846       1960.201         0.233          0.861       0.00502604   
           L20G012T64-0S               2360.24         0.096         230.035       2409.365        255.862        230.035         0.066          0.214       0.00142884   
    L20G012T64-0_G013T34-0_C9S        3901.722         0.227        1076.615       4501.929       1322.041       1076.615         0.155          0.677       0.00334997   
    L20G012T64-0_G013T34-1_C9S        4037.595         0.228        1207.691       4665.979       1378.035       1207.691         0.155          0.735       0.00334997   
    L20G012T64-0_G015T34-11_C9S       3509.384         0.202         873.622       3909.156        989.536        873.622         0.145          0.598       0.00313161   
    L20G012T64-0_G015T34-15_C9S       4405.661         0.255        1392.598       5337.373       1826.886       1392.598         0.165          0.793       0.00356928   
    L20G012T64-0_G015T34-2_C9S        4309.422         0.255        1287.369       5220.781       1786.979       1287.369         0.165          0.75        0.00356928   
    L20G012T64-0_G015T34-6_C9S        3631.558          0.2          998.452       4035.064       1008.766        998.452         0.145          0.66        0.00313055   
    L20G012T64-0_G017T34-0_C9S        4485.687         0.266        1397.586       5557.065       2013.868       1397.586         0.17           0.789       0.00367884   
    L20G012T64-0_G017T34-1_C9S        3431.734         0.186         892.728       3750.539        857.003        892.728         0.14           0.617       0.00302082   
    L20G012T64-0_G017T34-4_C9S         3325.94         0.19          774.669       3651.411        856.504        774.669         0.14           0.554       0.00302223   
    L20G012T64-0_G017T34-5_C9S        4559.014         0.264        1469.145       5624.186       2017.371       1469.145         0.17           0.815       0.00367883   
    L20G012T64-0_G023T34-1_C9S        4989.926         0.182         588.905       5429.662       1208.067        588.905         0.154          0.279       0.00332379   
    L20G012T64-0_G023T34-2_C9S        5108.945         0.182         843.946        5559.17       1236.881        843.946         0.154          0.391       0.00332204   
    L20G012T64-0_G025T34-1_C9S         5237.25         0.203         763.373       5841.301       1487.809        763.373         0.164          0.351       0.00354237   
    L20G012T64-0_G025T34-2_C9S        4647.206         0.146         683.955       4891.386        836.232        683.955         0.144          0.337       0.00310288   
    L20G012T64-0_G025T34-4_C9S        4555.117         0.146         416.499       4794.458        819.661        416.499         0.144          0.21        0.00310489   
    L20G012T64-0_G025T34-5_C9S        5340.214         0.204         964.967       5963.806       1528.413        964.967         0.164          0.435       0.00354156   
    L20G012T64-0_G027T34-0_C9S        5297.538         0.206         823.683       5931.574       1538.922        823.683         0.169          0.375       0.00365184   
    L20G012T64-0_G027T34-1_C9S        4376.173         0.13          608.328       4553.062        680.343        608.328         0.139          0.314       0.00299323   
    L20G012T64-0_G027T34-2_C9S        4280.398         0.129         353.034       4450.455        659.137        353.034         0.139          0.186       0.00299534   
    L20G012T64-0_G027T34-3_C9S         5372.02         0.206         994.474        6014.97       1560.559        994.474         0.169          0.447       0.00365143   
     L20G012T64-0_G18T34-1_C9S        3602.593         0.222         931.265       4125.236       1177.124        931.265         0.155          0.632       0.00334931   
          L20G012T64-10S              1749.403         0.338        1345.138       2671.448       1363.972       1345.138         0.17           2.058       0.00367531   
    L20G012T64-10_G013T34-1_C9S        4599.5          0.284         2528.02       5937.107       2354.942        2528.02         0.245          1.411       0.00528681   
   L20G012T64-10_G015T34-15_C9S       5013.154         0.295        2706.442       6656.509       2785.348       2706.442         0.255          1.398       0.00550215   
    L20G012T64-10_G017T34-5_C9S       5197.128         0.302        2795.913       7035.787       3044.137       2795.913         0.26           1.401       0.00561053   
    L20G012T64-10_G023T34-2_C9S       5944.135         0.246        2047.496       7080.734        2310.16       2047.496         0.238          0.858       0.00514126   
    L20G012T64-10_G025T34-5_C9S       6102.431         0.254        2149.899       7378.687       2512.314       2149.899         0.248          0.884       0.00535532   
    L20G012T64-10_G027T34-3_C9S       6141.153         0.256        2193.635       7454.412       2564.959       2193.635         0.253          0.897       0.00546336   
           L20G012T64-1S              7764.872         0.244        3011.808       9216.494       2974.636       3011.808         0.263          0.965       0.00568261   
    L20G012T64-1_G012T34-4_C9S        9268.943         0.266        4146.631       11482.771      4161.331       4146.631         0.33           1.133       0.00712897   
    L20G012T64-1_G012T34-7_C9S        10850.969        0.272        4643.748       13619.086       5088.45       4643.748         0.336          1.089       0.00726402   
    L20G012T64-1_G013T34-0_C9S        11880.258        0.215        4324.173       13466.179      3688.189       4324.173         0.338          0.884       0.00729181   
    L20G012T64-1_G015T34-2_C9S        12337.549        0.233        4609.971       14372.09       4365.967       4609.971         0.348          0.921       0.00750716   
    L20G012T64-1_G017T34-0_C9S        12533.56         0.242        4749.517       14824.237      4732.804       4749.517         0.353          0.941       0.00761554   
    L20G012T64-1_G023T34-1_C9S        10436.083        0.257        3514.708       12692.723       4390.35       3514.708         0.321          0.847       0.00692342   
    L20G012T64-1_G025T34-1_C9S        10600.596        0.26         3614.493       12970.306      4557.135       3614.493         0.33           0.859       0.00713747   
    L20G012T64-1_G027T34-0_C9S        10636.511        0.261        3658.681       13040.692      4605.711       3658.681         0.335          0.868       0.00724552   
           L20G012T64-2S               2297.07         0.093         224.951       2341.731        240.111        224.951         0.065          0.214       0.00140026   
    L20G012T64-2_G013T34-0_C9S        3990.268         0.246        1401.569       4753.261       1550.799       1401.569         0.154          0.875       0.00332139   
    L20G012T64-2_G015T34-11_C9S       3577.181         0.224        1231.492       4108.489       1185.956       1231.492         0.144          0.843       0.00310303   
    L20G012T64-2_G015T34-2_C9S        4424.726         0.26         1511.187       5413.851       1902.164       1511.187         0.164          0.861       0.00353859   
    L20G012T64-2_G017T34-0_C9S        4643.287         0.262         1562.42       5704.474       2025.165        1562.42         0.169          0.849       0.00364603   
    L20G012T64-2_G017T34-4_C9S        3398.539         0.212        1117.994        3836.13       1032.055       1117.994         0.139          0.797       0.00299366   
    L20G012T64-2_G023T34-2_C9S        4725.057         0.162         552.605       5040.786        974.472        552.605         0.149          0.272       0.00321696   
    L20G012T64-2_G025T34-2_C9S        4228.588         0.114         378.299       4356.389        560.529        378.299         0.139          0.199        0.0029978   
    L20G012T64-2_G025T34-5_C9S        4983.369         0.192         719.528       5483.747       1303.069        719.528         0.159          0.344       0.00343648   
    L20G012T64-2_G027T34-1_C9S        3945.852         0.095         319.066       4026.153        422.635        319.066         0.134          0.177       0.00288815   
    L20G012T64-2_G027T34-3_C9S        5008.461         0.195         762.951       5530.984       1339.804        762.951         0.164          0.364       0.00354635   
           L20G012T64-5S              1748.433         0.339        1344.617       2680.489       1374.714       1344.617         0.17           2.059       0.00367525   
    L20G012T64-5_G012T34-7_C9S        3265.363         0.35         2660.187       5240.706       2821.919       2660.187         0.243           2.2        0.00525675   
    L20G012T64-5_G013T34-0_C9S        4610.552         0.284        2528.932       5951.373        2360.6        2528.932         0.245          1.409       0.00528675   
    L20G012T64-5_G015T34-2_C9S        5012.569         0.295         2704.81       6655.732       2785.023        2704.81         0.255          1.398        0.0055021   
    L20G012T64-5_G017T34-0_C9S        5192.305         0.302        2795.701       7029.257       3041.312       2795.701         0.26           1.402       0.00561048   
    L20G012T64-5_G023T34-1_C9S        5945.575         0.246        2045.585       7082.449       2310.719       2045.585         0.238          0.857       0.00514126   
    L20G012T64-5_G025T34-1_C9S        6103.445         0.254        2148.657       7379.913       2512.732       2148.657         0.248          0.883       0.00535532   
    L20G012T64-5_G027T34-0_C9S        6143.201         0.256        2193.225       7456.898       2565.814       2193.225         0.253          0.897       0.00546336   
           L20G012T64-9S              7767.606         0.244        3013.929       9219.739       2975.683       3013.929         0.263          0.965       0.00568265   
    L20G012T64-9_G013T34-1_C9S        11879.042        0.215        4323.421       13464.801      3687.812       4323.421         0.338          0.884       0.00729185   
    L20G012T64-9_G015T34-15_C9S       12338.118        0.234        4609.313        14396.3       4397.825       4609.313         0.348          0.922        0.0075072   
    L20G012T64-9_G017T34-5_C9S        12535.488        0.242        4751.124       14826.517      4733.532       4751.124         0.353          0.941       0.00761558   
    L20G012T64-9_G023T34-2_C9S        10433.013        0.257        3513.893       12688.989      4389.058       3513.893         0.321          0.847       0.00692342   
    L20G012T64-9_G025T34-5_C9S        10594.778        0.259        3614.603       12937.111      4521.878       3614.603         0.33           0.859       0.00713747   
    L20G012T64-9_G027T34-3_C9S        10632.051        0.26         3657.228       13008.793      4570.657       3657.228         0.335          0.867       0.00724552   
          L20G0134T64-0S               735.878         0.33          540.383        1090.31        537.018        540.383         0.083          1.953        0.0017961   
          L20G0134T64-1S               595.969         0.291         430.404        783.01         321.377        430.404         0.089          1.865       0.00192983   
          L20G0134T64-2S               736.125         0.33          540.71        1090.676        537.199        540.71          0.083          1.954        0.0017961   
          L20G0134T64-3S               597.268         0.29          430.118        782.688        319.689        430.118         0.089          1.858       0.00192984   
          L20G0135T64-0S               555.142          0.3          404.383        747.307        320.274        404.383         0.082          1.894       0.00176952   
          L20G0135T64-1S               555.783          0.3          404.292        748.169        320.644        404.292         0.082          1.891       0.00176951   
          L20G0137T64-0S               681.492         0.286         473.408        884.045        354.113        473.408         0.092          1.787       0.00199765   
          L20G0137T64-1S               678.536         0.289         474.122        886.905         360.5         474.122         0.092          1.801       0.00199765   
          L20G0138T64-1S              1065.654         0.214         471.038       1206.213        328.409        471.038         0.139          1.073       0.00299826   
          L20G0138T64-2S              1065.949         0.214         470.932       1206.547         328.5         470.932         0.139          1.073       0.00299826   
           L20G013T34-0S              1273.543         0.344         827.689       1992.341       1044.764        827.689         0.093          1.747        0.0020036   
    L20G013T34-0_G0124T64-3_C9S       6111.548         0.241        2715.345       7215.916        2291.22       2715.345         0.264          1.103       0.00569197   
    L20G013T34-0_G0128T64-1_C9S       5061.176         0.28         2360.903       6470.253        2516.21       2360.903         0.231          1.194       0.00500036   
    L20G013T34-0_G0134T64-0_C9S        2515.01         0.322        1453.246       3623.164       1720.736       1453.246         0.164          1.528       0.00353429   
    L20G013T34-0_G0135T64-1_C9S       2282.921         0.329        1326.237       3370.252       1652.478       1326.237         0.165          1.544       0.00355381   
    L20G013T34-0_G0137T64-1_C9S       2429.151         0.323        1392.515       3511.398       1675.305       1392.515         0.175          1.517       0.00378158   
    L20G013T34-0_G0138T64-2_C9S       2812.475         0.288        1774.081       3666.798       1483.199       1774.081         0.22           1.625       0.00475295   
    L20G013T34-0_G0145T64-0_C9S       2281.536         0.332        1429.377       3405.338       1692.474       1429.377         0.165          1.669       0.00356039   
    L20G013T34-0_G014T64-0_C9S        5447.575         0.26         2589.437       6665.353       2341.881       2589.437         0.251          1.198       0.00542999   
    L20G013T34-0_G014T64-2_C9S        3861.569         0.115        1137.833       3980.535        517.245       1137.833         0.226          0.657       0.00487379   
    L20G013T34-0_G0156T64-1_C9S       2391.729         0.323        1260.805       3457.304       1649.496       1260.805         0.162          1.395       0.00350702   
    L20G013T34-0_G0158T64-3_C9S       3456.375         0.289        2217.094        4517.78       1836.341       2217.094         0.241          1.654       0.00521435   
    L20G013T34-0_G0158T64-5_C9S       2079.894         0.305        1356.433       2840.213       1246.424       1356.433         0.202          1.702       0.00435799   
    L20G013T34-0_G015T64-10_C9S        3270.62         0.15         1014.929        3453.45        609.432       1014.929         0.209          0.714       0.00452246   
    L20G013T34-0_G015T64-17_C9S       2746.334         0.315        1395.274       3866.486       1778.019       1395.274         0.174          1.336       0.00375129   
    L20G013T34-0_G0167T64-1_C9S       2701.161         0.325        1608.157       3931.609       1892.997       1608.157         0.18           1.578       0.00389076   
    L20G013T34-0_G0167T64-4_C9S       2590.166         0.316        1279.208       3658.306       1690.094       1279.208         0.163           1.3        0.00352952   
    L20G013T34-0_G0178T64-2_C9S       3581.947         0.287         2337.28       4658.226        1875.05        2337.28         0.252          1.68        0.00545114   
    L20G013T34-0_G0178T64-3_C9S       1804.787         0.315        1182.624       2540.909       1168.447       1182.624         0.193          1.723       0.00416057   
    L20G013T34-0_G017T64-6_C9S        3056.386         0.305        1474.142       4173.668        1831.61       1474.142         0.196          1.259       0.00422484   
    L20G013T34-0_G018T64-10_C9S       5126.633         0.235        2130.315       5991.711       1840.591       2130.315         0.242          1.026       0.00522833   
    L20G013T34-0_G018T64-3_C9S        3403.354         0.278        1806.147       4330.425       1667.393       1806.147         0.204          1.356       0.00441147   
    L20G013T34-0_G023T34-1_C6S        4570.472         0.239        1801.594       5377.791       1688.951       1801.594         0.179          0.977       0.00386512   
    L20G013T34-0_G023T64-0_C9S        7210.814         0.27         3290.239       9010.432       3332.625       3290.239         0.255          1.159        0.0055101   
    L20G013T34-0_G025T34-1_C6S         4945.4          0.25         1963.987        5934.48        1978.16       1963.987         0.189          0.993       0.00408216   
    L20G013T34-0_G025T34-4_C6S        3872.244         0.232        1415.104       4503.482       1360.427       1415.104         0.17            0.9        0.00368236   
    L20G013T34-0_G025T64-3_C9S        2848.794         0.321         1993.21       4090.204       1933.661        1993.21         0.183          1.849       0.00396027   
    L20G013T34-0_G027T34-0_C6S        4975.614         0.252        1996.873       5993.248       2019.116       1996.873         0.194          1.005       0.00419203   
    L20G013T34-0_G027T34-2_C6S        3519.604         0.232        1224.209       4093.356       1236.535       1224.209         0.166          0.857       0.00359091   
    L20G013T34-0_G028T64-0_C9S        3145.794         0.328        1647.808       4627.464       2258.643       1647.808         0.186          1.391       0.00401724   
    L20G013T34-0_G028T64-1_C9S        1731.012         0.326        1423.211        2528.35       1222.911       1423.211         0.184          2.18        0.00396529   
    L20G013T34-0_G046T64-0_C9S        4632.323         0.215        1392.209       5250.702        1438.09       1392.209         0.204          0.73        0.00439874   
    L20G013T34-0_G048T64-0_C9S        5969.844         0.183        1487.946       6502.959       1456.599       1487.946         0.236          0.59        0.00509745   
    L20G013T34-0_G058T64-2_C9S        6453.539         0.163        1632.008       6891.024        1341.98       1632.008         0.247          0.588       0.00533778   
    L20G013T34-0_G058T64-6_C9S        3290.703         0.309        2169.209       4547.406        2033.5        2169.209         0.206          1.726       0.00444381   
    L20G013T34-0_G067T64-0_C9S        5559.525         0.26         2341.526       6802.329       2390.007       2341.526         0.233          1.061       0.00503843   
    L20G013T34-0_G068T64-0_C9S         7451.05         0.23          1926.97       8637.923       2580.159        1926.97         0.256          0.636       0.00553142   
    L20G013T34-0_G068T64-3_C9S        2825.327         0.317        1854.422       4003.341       1858.066       1854.422         0.197          1.729       0.00425681   
    L20G013T34-0_G123T64-0_C9S        6549.001         0.193        2065.274       7215.057       1725.534       2065.274         0.212          0.752       0.00458046   
    L20G013T34-0_G123T64-1_C9S        7570.771         0.225        2323.028       8708.494       2528.272       2323.028         0.211          0.752       0.00456762   
    L20G013T34-0_G123T64-2_C9S        3744.862         0.27         1707.202       4679.475       1730.765       1707.202         0.175          1.158        0.0037748   
     L20G013T34-0_G12T64-0_C9S        5825.826         0.227         2133.07        6722.02       1973.996        2133.07         0.259          0.899       0.00559146   
     L20G013T34-0_G12T64-1_C9S        6371.232         0.231        2231.658       7397.917       2222.261       2231.658         0.261          0.862       0.00564781   
     L20G013T34-0_G12T64-2_C9S        4016.053         0.267        1852.663       4985.869       1816.135       1852.663         0.208          1.169       0.00449914   
     L20G013T34-0_G17T64-1_C9S        4649.805         0.201        1246.213       5172.939       1301.327       1246.213         0.228          0.644       0.00492051   
           L20G013T34-1S              1272.885         0.344         828.774       1991.311       1044.224        828.774         0.093          1.75         0.0020036   
    L20G013T34-1_G0128T64-2_C9S       3545.254         0.307        1931.076       4869.874       2157.361       1931.076         0.221          1.424       0.00477558   
    L20G013T34-1_G0128T64-3_C9S       5063.615         0.279        2360.457       6458.076       2499.033       2360.457         0.231          1.192       0.00500036   
    L20G013T34-1_G023T64-3_C9S        7212.368         0.27          3291.7        9012.374       3333.344        3291.7          0.255          1.159       0.00550996   
    L20G013T34-1_G025T64-0_C9S        2848.259         0.32         1991.654       4075.791        1918.02       1991.654         0.183          1.846       0.00396027   
    L20G013T34-1_G046T64-1_C9S        4636.764         0.215        1393.082       5255.736       1439.469       1393.082         0.204          0.73        0.00439874   
    L20G013T34-1_G048T64-1_C9S        5969.575         0.183        1488.795       6502.666       1456.534       1488.795         0.236          0.59        0.00509745   
    L20G013T34-1_G058T64-7_C9S        6453.781         0.163        1631.983       6891.283        1342.03       1631.983         0.247          0.588       0.00533778   
    L20G013T34-1_G067T64-1_C9S        5553.068         0.26         2341.225       6794.428       2387.232       2341.225         0.233          1.062       0.00503843   
    L20G013T34-1_G068T64-2_C9S         7448.31         0.23         1926.739       8634.747        2579.21       1926.739         0.256          0.636       0.00553141   
    L20G013T34-1_G123T64-0_C9S        7574.636         0.225        2323.931       8712.939       2529.563       2323.931         0.211          0.752       0.00456762   
     L20G013T34-1_G12T64-0_C9S        6364.555         0.231        2231.031       7390.164       2219.932       2231.031         0.261          0.863       0.00564781   
     L20G013T34-1_G12T64-1_C9S        5827.437         0.226        2133.965       6713.477       1960.266       2133.965         0.259          0.898       0.00558939   
     L20G013T34-1_G12T64-2_C9S        4007.903         0.266        1846.819       4965.165       1799.365       1846.819         0.208          1.167       0.00449861   
          L20G0145T64-0S               783.04          0.294         328.366       1036.948        431.817        328.366         0.08           1.085       0.00172929   
          L20G0145T64-1S               782.464         0.296         330.347        1041.77        438.017        330.347         0.08           1.094       0.00172929   
           L20G014T64-0S              2718.737         0.304        1598.724       3701.799       1616.878       1598.724         0.186          1.534       0.00402126   
    L20G014T64-0_G015T34-2_C9S        5758.402         0.276        2819.396       7293.095       2780.241       2819.396         0.261          1.249       0.00564319   
    L20G014T64-0_G017T34-0_C9S        5897.922         0.284        2941.978       7613.131       3019.733       2941.978         0.266          1.281       0.00575234   
           L20G014T64-2S              1026.064        -0.589         255.174       1821.372       -675.134        255.174         0.144          0.204       0.00311293   
    L20G014T64-2_G015T34-11_C9S        3366.2          0.043         945.229       3379.258        151.837        945.229         0.216          0.586       0.00466122   
    L20G014T64-2_G015T34-2_C9S        4361.354         0.174        1349.521       4706.366        991.414       1349.521         0.236          0.727        0.0050931   
    L20G014T64-2_G017T34-0_C9S        4567.219         0.193        1466.395       5031.721       1203.373       1466.395         0.241          0.766       0.00520266   
