Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness1,Thickness2
L20G0T13-0_G0124T64-0_C7S,441.867,0.304,280.585,601.641,262.786,280.585,0.047,1.656,0.00100687,0.2,0.2
L20G0T13-0_G0125T64-5_C7S,1400.709,0.243,749.416,1659.623,532.746,749.416,0.075,1.33,0.00161967,0.2,0.2
L20G0T13-0_G012T64-0_C7S,1239.575,0.235,338.498,1448.743,445.039,338.498,0.039,0.674,0.00083498,0.2,0.2
L20G0T13-0_G012T64-2_C7S,1105.753,0.137,153.602,1156.037,183.519,153.602,0.039,0.316,0.00083164,0.2,0.2
L20G0T13-0_G0158T64-4_C7S,1027.387,0.243,500.789,1217.295,390.756,500.789,0.065,1.212,0.00141104,0.2,0.2
L20G0T13-0_G023T64-0_C7S,1681.778,0.216,883.651,1908.986,525.945,883.651,0.078,1.278,0.00167828,0.2,0.2
L20G0T13-0_G025T64-3_C7S,824.232,0.325,584.616,1199.691,577.629,584.616,0.051,1.88,0.00109349,0.2,0.2
L20G0T13-0_G02T34-5_C4S,1006.373,0.321,718.43,1444.917,683.09,718.43,0.055,1.886,0.00118699,0.2,0.2
L20G0T13-0_G058T64-4_C7S,1174.586,0.119,368.22,1213.6,163.926,368.22,0.062,0.702,0.00134136,0.2,0.2
L20G0T13-0_G058T64-6_C7S,1274.574,0.316,928.947,1800.186,831.665,928.947,0.062,1.918,0.00133948,0.2,0.2
L20G0T13-0_G068T64-3_C7S,1081.359,0.314,797.111,1517.594,694.642,797.111,0.059,1.937,0.00127715,0.2,0.2
L20G0T13-0_G078T64-1_C7S,1095.116,0.135,341.265,1143.293,178.433,341.265,0.057,0.707,0.0012414,0.2,0.2
L20G0T13-0_G08T64-2_C7S,1714.343,0.131,376.803,1784.837,269.061,376.803,0.071,0.497,0.00152859,0.2,0.2
L20G0T13-0_G0T33-4_C4S,1705.359,0.32,1214.399,2440.329,1148.39,1214.399,0.067,1.88,0.00145799,0.2,0.2
L20G0T13-0_G0T34-0_C4S,1831.438,0.184,414.286,1997.163,450.341,414.286,0.046,0.536,0.00099359,0.2,0.2
L20G0T13-5_G0124T64-5_C7S,441.058,0.304,280.55,600.539,262.304,280.55,0.047,1.659,0.00100687,0.2,0.2
L20G0T13-5_G0125T64-2_C7S,1400.54,0.244,748.488,1662.367,536.531,748.488,0.075,1.33,0.00161966,0.2,0.2
L20G0T13-5_G0158T64-0_C7S,1025.405,0.242,500.719,1212.812,387.204,500.719,0.065,1.213,0.00141103,0.2,0.2
L20G0T13-5_G023T64-3_C7S,1687.817,0.217,885.688,1918.581,531.714,885.688,0.078,1.277,0.00167828,0.2,0.2
L20G0T13-5_G025T64-0_C7S,824.241,0.325,584.542,1199.704,577.635,584.542,0.051,1.879,0.00109349,0.2,0.2
L20G0T13-5_G02T34-6_C4S,1006.285,0.321,718.456,1444.791,683.031,718.456,0.055,1.886,0.00118699,0.2,0.2
L20G0T13-5_G058T64-1_C7S,1175.037,0.117,367.744,1212.636,160.678,367.744,0.062,0.699,0.0013414,0.2,0.2
L20G0T13-5_G058T64-3_C7S,1274.009,0.315,928.806,1793.641,824.813,928.806,0.062,1.917,0.00133948,0.2,0.2
L20G0T13-5_G068T64-1_C7S,1080.827,0.313,797.229,1512.086,688.913,797.229,0.059,1.937,0.00127715,0.2,0.2
L20G0T13-5_G078T64-0_C7S,1095.234,0.139,342.028,1146.698,185.123,342.028,0.057,0.711,0.00124141,0.2,0.2
L20G0T13-5_G08T64-2_C7S,1714.668,0.131,376.653,1785.175,269.112,376.653,0.071,0.497,0.00152859,0.2,0.2
L20G0T33-1S,673.723,0.259,606.011,822.672,287.547,606.011,0.051,2.265,0.00110246,0.2,0.2
L20G0T33-1_G0124T64-1_C9S,1432.235,0.142,731.96,1502.874,248.727,731.96,0.097,1.167,0.00208987,0.2,0.2
L20G0T33-1_G0125T64-4_C9S,1604.471,0.131,768.998,1670.447,251.817,768.998,0.102,1.084,0.00221004,0.2,0.2
L20G0T33-1_G0128T64-3_C9S,1732.968,0.243,983.847,2053.299,659.117,983.847,0.102,1.411,0.00221004,0.2,0.2
L20G0T33-1_G012T34-7_C6S,1103.191,0.346,1000.656,1740.334,920.727,1000.656,0.081,2.442,0.00174899,0.2,0.2
L20G0T33-1_G012T64-0_C9S,1730.332,0.193,814.611,1906.313,455.909,814.611,0.073,1.123,0.00157076,0.2,0.2
L20G0T33-1_G013T34-1_C6S,1158.057,0.302,931.432,1567.759,678.314,931.432,0.081,2.094,0.0017395,0.2,0.2
L20G0T33-1_G015T34-15_C6S,1261.55,0.317,999.35,1787.55,829.654,999.35,0.084,2.087,0.00181479,0.2,0.2
L20G0T33-1_G015T34-6_C6S,1052.043,0.295,861.422,1396.912,584.523,861.422,0.077,2.121,0.00166422,0.2,0.2
L20G0T33-1_G017T34-1_C6S,1008.902,0.294,832.204,1336.048,556.371,832.204,0.075,2.135,0.00162657,0.2,0.2
L20G0T33-1_G017T34-5_C6S,1298.912,0.323,1028.196,1877.61,895.817,1028.196,0.086,2.095,0.00185243,0.2,0.2
L20G0T33-1_G01T63-3_C9S,2191.272,0.216,1204.444,2487.313,685.28,1204.444,0.117,1.337,0.00252919,0.2,0.2
L20G0T33-1_G01T63-7_C9S,2027.269,0.243,1322.356,2402.0,771.052,1322.356,0.131,1.622,0.00282757,0.2,0.2
L20G0T33-1_G01T63-9_C9S,2332.294,0.183,1045.271,2540.571,569.063,1045.271,0.113,1.06,0.0024508,0.2,0.2
L20G0T33-1_G01T64-1_C9S,1519.783,0.218,788.409,1730.063,482.294,788.409,0.072,1.264,0.00155678,0.2,0.2
L20G0T33-1_G023T34-1_C6S,1620.943,0.281,1001.308,2077.176,811.803,1001.308,0.081,1.583,0.00175793,0.2,0.2
L20G0T33-1_G023T34-2_C6S,1737.568,0.213,727.928,1964.011,531.556,727.928,0.081,1.016,0.00174898,0.2,0.2
L20G0T33-1_G025T34-1_C6S,1677.43,0.283,1042.977,2159.967,852.539,1042.977,0.085,1.595,0.00183294,0.2,0.2
L20G0T33-1_G025T34-4_C6S,1493.602,0.275,953.883,1887.34,715.888,953.883,0.078,1.629,0.00168278,0.2,0.2
L20G0T33-1_G025T34-5_C6S,1839.32,0.244,787.961,2183.176,704.623,787.961,0.084,1.066,0.00182421,0.2,0.2
L20G0T33-1_G027T34-0_C6S,1693.21,0.284,1064.039,2185.622,866.923,1064.039,0.087,1.614,0.00187031,0.2,0.2
L20G0T33-1_G027T34-2_C6S,1415.806,0.27,930.302,1769.152,654.344,930.302,0.076,1.669,0.00164518,0.2,0.2
L20G0T33-1_G027T34-3_C6S,1858.88,0.249,805.953,2226.512,738.218,805.953,0.086,1.083,0.00186183,0.2,0.2
L20G0T33-1_G02T34-1_C6S,2606.55,0.293,1557.637,3442.6,1426.707,1557.637,0.11,1.545,0.00237341,0.2,0.2
L20G0T33-1_G02T34-3_C6S,1423.656,0.319,1047.867,2030.48,951.135,1047.867,0.09,1.942,0.00194372,0.2,0.2
L20G0T33-1_G0T13-5_C4S,1706.884,0.32,1214.549,2442.511,1149.417,1214.549,0.067,1.879,0.00145799,0.2,0.2
L20G0T33-1_G0T33-2_C6S,2013.201,0.305,1118.305,2749.14,1206.457,1118.305,0.091,1.45,0.00197473,0.2,0.2
L20G0T33-1_G0T33-3_C6S,1802.131,0.306,1208.495,2468.146,1088.261,1208.495,0.091,1.752,0.00196219,0.2,0.2
L20G0T33-1_G0T34-0_C6S,2376.391,0.184,908.716,2591.429,584.342,908.716,0.079,0.906,0.00171556,0.2,0.2
L20G0T33-2S,1056.675,0.317,445.574,1497.253,694.918,445.574,0.042,1.111,0.00090351,0.2,0.2
L20G0T33-2_G0124T64-1_C9S,2196.067,0.243,699.448,2602.0,835.252,699.448,0.088,0.792,0.00190582,0.2,0.2
L20G0T33-2_G0125T64-4_C9S,2350.157,0.235,735.99,2746.727,843.766,735.99,0.094,0.774,0.00202614,0.2,0.2
L20G0T33-2_G0125T64-5_C9S,1920.716,0.297,968.308,2564.203,1083.312,968.308,0.098,1.308,0.00212268,0.2,0.2
L20G0T33-2_G0128T64-1_C9S,2076.025,0.3,948.601,2794.649,1197.707,948.601,0.094,1.188,0.00203855,0.2,0.2
L20G0T33-2_G0128T64-3_C9S,2428.222,0.247,881.49,2897.787,950.536,881.49,0.094,0.905,0.00202598,0.2,0.2
L20G0T33-2_G012T34-4_C6S,1753.224,0.295,967.246,2327.946,974.105,967.246,0.072,1.429,0.00155559,0.2,0.2
L20G0T33-2_G012T64-0_C9S,1965.588,0.255,578.869,2381.272,815.066,578.869,0.064,0.739,0.00137711,0.2,0.2
L20G0T33-2_G012T64-10_C9S,2028.538,0.281,916.174,2599.494,1015.936,916.174,0.102,1.157,0.00220891,0.2,0.2
L20G0T33-2_G012T64-1_C9S,4293.019,0.248,1669.264,5132.578,1692.659,1669.264,0.136,0.971,0.00293359,0.2,0.2
L20G0T33-2_G012T64-2_C9S,1899.501,0.254,557.783,2296.761,782.007,557.783,0.063,0.736,0.00136495,0.2,0.2
L20G0T33-2_G012T64-5_C9S,1858.232,0.313,1077.858,2599.683,1184.426,1077.858,0.103,1.523,0.00222614,0.2,0.2
L20G0T33-2_G012T64-9_C9S,3646.754,0.272,1467.739,4577.052,1710.108,1467.739,0.134,1.024,0.00289013,0.2,0.2
L20G0T33-2_G0134T64-0_C9S,1396.621,0.315,634.237,1966.263,904.194,634.237,0.071,1.194,0.00152785,0.2,0.2
L20G0T33-2_G0135T64-1_C9S,1311.73,0.318,597.252,1864.713,869.47,597.252,0.069,1.2,0.00148221,0.2,0.2
L20G0T33-2_G0137T64-1_C9S,1341.26,0.315,612.225,1888.322,868.352,612.225,0.072,1.2,0.00155843,0.2,0.2
L20G0T33-2_G0138T64-2_C9S,1324.212,0.317,842.31,1876.339,870.863,842.31,0.089,1.675,0.00191345,0.2,0.2
L20G0T33-2_G0145T64-0_C9S,1342.922,0.312,565.377,1872.913,849.344,565.377,0.068,1.105,0.00147218,0.2,0.2
L20G0T33-2_G014T64-0_C9S,2074.007,0.293,1088.714,2739.244,1135.217,1088.714,0.104,1.357,0.00224941,0.2,0.2
L20G0T33-2_G014T64-2_C9S,1942.356,0.188,558.962,2127.57,492.59,558.962,0.09,0.684,0.00194691,0.2,0.2
L20G0T33-2_G0156T64-1_C9S,1382.565,0.309,565.751,1910.56,854.36,565.751,0.068,1.071,0.00147207,0.2,0.2
L20G0T33-2_G0158T64-3_C9S,1443.205,0.326,1009.222,2107.974,1019.584,1009.222,0.096,1.855,0.00207411,0.2,0.2
L20G0T33-2_G0158T64-4_C9S,1620.263,0.302,728.882,2193.485,949.044,728.882,0.088,1.171,0.00190703,0.2,0.2
L20G0T33-2_G0158T64-5_C9S,1173.077,0.315,659.268,1651.542,759.468,659.268,0.081,1.478,0.0017528,0.2,0.2
L20G0T33-2_G015T64-10_C9S,1757.193,0.215,539.078,1991.765,545.515,539.078,0.085,0.745,0.0018266,0.2,0.2
L20G0T33-2_G015T64-17_C9S,1462.81,0.309,601.397,2021.45,903.948,601.397,0.075,1.076,0.00162844,0.2,0.2
L20G0T33-2_G0178T64-2_C9S,1477.244,0.33,1067.486,2188.752,1078.042,1067.486,0.1,1.922,0.00215444,0.2,0.2
L20G0T33-2_G0178T64-3_C9S,1125.138,0.316,586.616,1589.125,734.157,586.616,0.077,1.372,0.00167248,0.2,0.2
L20G0T33-2_G018T64-3_C9S,1709.227,0.313,891.958,2391.223,1089.451,891.958,0.084,1.37,0.00181311,0.2,0.2
L20G0T33-2_G01T34-8_C6S,1680.262,0.337,1277.874,2555.886,1299.146,1277.874,0.111,2.034,0.00239519,0.2,0.2
L20G0T33-2_G01T63-0_C9S,3776.203,0.245,1230.663,4490.17,1457.075,1230.663,0.106,0.811,0.00228009,0.2,0.2
L20G0T33-2_G01T63-1_C9S,2636.519,0.288,1331.923,3437.393,1390.406,1331.923,0.121,1.301,0.00261314,0.2,0.2
L20G0T33-2_G01T63-3_C9S,2731.404,0.261,1139.89,3348.786,1182.724,1139.89,0.111,1.052,0.00238687,0.2,0.2
L20G0T33-2_G01T63-4_C9S,2564.556,0.27,1169.655,3204.598,1185.262,1169.655,0.111,1.158,0.002392,0.2,0.2
L20G0T33-2_G01T63-5_C9S,2912.224,0.25,1074.771,3494.669,1164.89,1074.771,0.106,0.923,0.0022797,0.2,0.2
L20G0T33-2_G01T63-6_C9S,2777.237,0.142,695.855,2914.212,482.305,695.855,0.105,0.572,0.00226729,0.2,0.2
L20G0T33-2_G01T63-7_C9S,2985.874,0.263,1435.608,3675.846,1311.733,1435.608,0.125,1.215,0.00269935,0.2,0.2
L20G0T33-2_G01T63-9_C9S,3015.991,0.21,953.556,3395.031,902.477,953.556,0.105,0.765,0.00226697,0.2,0.2
L20G0T33-2_G023T34-1_C6S,2147.264,0.257,910.205,2611.576,903.331,910.205,0.073,1.066,0.00156828,0.2,0.2
L20G0T33-2_G023T64-0_C9S,2790.372,0.261,1211.043,3421.083,1208.258,1211.043,0.102,1.095,0.00220707,0.2,0.2
L20G0T33-2_G025T34-1_C6S,2264.665,0.271,1093.113,2836.093,1054.295,1093.113,0.076,1.227,0.00163934,0.2,0.2
L20G0T33-2_G025T34-4_C6S,1923.982,0.251,712.057,2313.109,775.154,712.057,0.069,0.926,0.00149723,0.2,0.2
L20G0T33-2_G025T64-3_C9S,1513.18,0.306,815.293,2072.408,913.77,815.293,0.075,1.407,0.00161931,0.2,0.2
L20G0T33-2_G027T34-0_C6S,2290.766,0.275,1155.948,2894.65,1097.971,1155.948,0.078,1.287,0.00167487,0.2,0.2
L20G0T33-2_G027T34-2_C6S,1794.932,0.254,621.714,2170.322,738.957,621.714,0.068,0.869,0.0014617,0.2,0.2
L20G0T33-2_G028T64-0_C9S,1466.165,0.314,603.501,2057.637,941.834,603.501,0.075,1.082,0.00161063,0.2,0.2
L20G0T33-2_G028T64-1_C9S,1119.091,0.326,719.367,1634.566,790.606,719.367,0.075,1.705,0.00161976,0.2,0.2
L20G0T33-2_G02T34-5_C6S,1581.505,0.306,903.553,2165.983,955.03,903.553,0.079,1.492,0.00171256,0.2,0.2
L20G0T33-2_G03T63-0_C9S,2056.46,0.269,868.236,2564.095,943.559,868.236,0.082,1.072,0.00178069,0.2,0.2
L20G0T33-2_G048T64-0_C9S,2393.029,0.189,498.254,2624.198,611.558,498.254,0.094,0.495,0.00202598,0.2,0.2
L20G0T33-2_G058T64-2_C9S,2543.44,0.171,516.867,2736.486,564.462,516.867,0.098,0.476,0.0021064,0.2,0.2
L20G0T33-2_G058T64-6_C9S,1605.272,0.315,1005.853,2260.017,1039.278,1005.853,0.085,1.648,0.00183767,0.2,0.2
L20G0T33-2_G05T63-0_C9S,2107.043,0.27,831.721,2632.902,973.813,831.721,0.085,1.003,0.00182629,0.2,0.2
L20G0T33-2_G05T63-1_C9S,2234.846,0.255,876.349,2707.473,926.719,876.349,0.085,0.984,0.00182557,0.2,0.2
L20G0T33-2_G068T64-3_C9S,1492.877,0.318,886.757,2122.226,989.542,886.757,0.082,1.566,0.00177532,0.2,0.2
L20G0T33-2_G08T64-1_C9S,1387.415,0.335,1083.163,2094.271,1055.009,1083.163,0.103,2.084,0.00221902,0.2,0.2
L20G0T33-2_G0T33-3_C6S,2682.924,0.27,1318.13,3352.507,1239.968,1318.13,0.082,1.248,0.00178147,0.2,0.2
L20G0T33-2_G0T33-4_C6S,1800.11,0.305,1208.574,2458.152,1078.757,1208.574,0.091,1.752,0.00196219,0.2,0.2
L20G0T33-2_G0T34-0_C6S,2610.15,0.236,726.862,3055.67,943.898,726.862,0.071,0.688,0.00152695,0.2,0.2
L20G0T33-3S,1055.836,0.318,447.244,1500.942,699.853,447.244,0.042,1.117,0.00090351,0.2,0.2
L20G0T33-3_G0124T64-4_C9S,2197.002,0.245,701.707,2612.389,847.729,701.707,0.088,0.795,0.00190582,0.2,0.2
L20G0T33-3_G0125T64-0_C9S,2349.35,0.234,734.083,2741.257,837.407,734.083,0.094,0.771,0.00202614,0.2,0.2
L20G0T33-3_G0125T64-2_C9S,1920.482,0.297,969.504,2563.891,1083.18,969.504,0.098,1.31,0.00212268,0.2,0.2
L20G0T33-3_G0128T64-1_C9S,2430.606,0.247,882.398,2900.632,951.469,882.398,0.094,0.905,0.00202598,0.2,0.2
L20G0T33-3_G0128T64-3_C9S,2076.316,0.3,947.997,2795.041,1197.875,947.997,0.094,1.187,0.00203855,0.2,0.2
L20G0T33-3_G012T34-7_C6S,1752.318,0.295,967.19,2326.743,973.602,967.19,0.072,1.43,0.00155559,0.2,0.2
L20G0T33-3_G012T64-0_C9S,1960.783,0.25,551.435,2352.94,784.313,551.435,0.064,0.703,0.00137711,0.2,0.2
L20G0T33-3_G012T64-10_C9S,1858.365,0.313,1077.456,2599.869,1184.511,1077.456,0.103,1.523,0.00222612,0.2,0.2
L20G0T33-3_G012T64-1_C9S,3645.974,0.272,1468.928,4576.074,1709.742,1468.928,0.134,1.025,0.00289013,0.2,0.2
L20G0T33-3_G012T64-5_C9S,2028.795,0.281,918.573,2599.823,1016.064,918.573,0.102,1.16,0.00220891,0.2,0.2
L20G0T33-3_G012T64-9_C9S,4295.433,0.249,1669.804,5144.945,1705.847,1669.804,0.136,0.971,0.00293357,0.2,0.2
L20G0T33-3_G0134T64-2_C9S,1396.606,0.315,633.902,1966.242,904.184,633.902,0.071,1.194,0.00152785,0.2,0.2
L20G0T33-3_G0135T64-0_C9S,1310.37,0.319,596.688,1868.907,875.45,596.688,0.069,1.201,0.00148222,0.2,0.2
L20G0T33-3_G0137T64-0_C9S,1340.654,0.315,612.854,1887.469,867.96,612.854,0.072,1.202,0.00155846,0.2,0.2
L20G0T33-3_G0138T64-2_C9S,1488.487,0.295,679.041,1976.426,827.015,679.041,0.089,1.182,0.00191329,0.2,0.2
L20G0T33-3_G013T34-0_C6S,1828.828,0.287,910.162,2378.342,957.341,910.162,0.073,1.281,0.00157138,0.2,0.2
L20G0T33-3_G0145T64-1_C9S,1340.655,0.313,564.85,1875.588,854.526,564.85,0.068,1.106,0.00147218,0.2,0.2
L20G0T33-3_G014T64-3_C9S,1942.61,0.189,558.517,2130.268,496.45,558.517,0.09,0.684,0.00194691,0.2,0.2
L20G0T33-3_G014T64-4_C9S,2074.178,0.292,1087.947,2732.269,1126.868,1087.947,0.104,1.355,0.00224941,0.2,0.2
L20G0T33-3_G0156T64-0_C9S,1382.599,0.309,565.037,1910.607,854.381,565.037,0.068,1.07,0.00147207,0.2,0.2
L20G0T33-3_G0158T64-0_C9S,1619.143,0.301,730.705,2185.758,941.22,730.705,0.088,1.174,0.00190703,0.2,0.2
L20G0T33-3_G0158T64-3_C9S,1606.063,0.307,818.656,2206.139,977.323,818.656,0.096,1.332,0.00207395,0.2,0.2
L20G0T33-3_G0158T64-5_C9S,1326.854,0.291,550.362,1743.279,715.507,550.362,0.081,1.071,0.00175265,0.2,0.2
L20G0T33-3_G015T34-11_C6S,1557.192,0.298,750.732,2084.602,884.917,750.732,0.069,1.252,0.00150032,0.2,0.2
L20G0T33-3_G015T34-2_C6S,2140.831,0.278,1070.26,2723.992,1048.85,1070.26,0.076,1.278,0.00164244,0.2,0.2
L20G0T33-3_G015T64-1_C9S,1755.585,0.215,538.343,1989.942,545.016,538.343,0.085,0.745,0.0018266,0.2,0.2
L20G0T33-3_G015T64-7_C9S,1463.466,0.308,601.633,2016.275,897.417,601.633,0.075,1.075,0.00162844,0.2,0.2
L20G0T33-3_G0178T64-2_C9S,1624.951,0.314,875.73,2280.479,1043.834,875.73,0.1,1.416,0.00215428,0.2,0.2
L20G0T33-3_G0178T64-3_C9S,1259.865,0.294,505.747,1668.389,694.768,505.747,0.077,1.039,0.00167232,0.2,0.2
L20G0T33-3_G017T34-0_C6S,2307.985,0.273,1131.51,2903.241,1090.213,1131.51,0.078,1.248,0.00167796,0.2,0.2
L20G0T33-3_G017T34-4_C6S,1438.318,0.304,682.873,1958.396,855.391,682.873,0.068,1.238,0.00146479,0.2,0.2
L20G0T33-3_G018T64-1_C9S,1709.364,0.313,892.486,2391.415,1089.538,892.486,0.084,1.371,0.00181311,0.2,0.2
L20G0T33-3_G018T64-3_C9S,1600.258,0.246,656.996,1906.249,621.933,656.996,0.085,1.023,0.00182631,0.2,0.2
L20G0T33-3_G01T34-8_C6S,1680.937,0.338,1274.485,2566.896,1310.59,1274.485,0.111,2.029,0.00239519,0.2,0.2
L20G0T33-3_G01T63-0_C9S,2779.571,0.142,697.853,2916.661,482.711,697.853,0.105,0.573,0.0022673,0.2,0.2
L20G0T33-3_G01T63-1_C9S,2981.573,0.263,1435.761,3670.551,1309.844,1435.761,0.125,1.216,0.00269934,0.2,0.2
L20G0T33-3_G01T63-3_C9S,2568.595,0.27,1169.271,3209.645,1187.129,1169.271,0.111,1.156,0.002392,0.2,0.2
L20G0T33-3_G01T63-4_C9S,2734.922,0.262,1140.534,3359.967,1192.834,1140.534,0.111,1.053,0.00238687,0.2,0.2
L20G0T33-3_G01T63-5_C9S,3019.081,0.21,956.734,3398.51,903.401,956.734,0.105,0.767,0.00226696,0.2,0.2
L20G0T33-3_G01T63-6_C9S,3776.505,0.246,1230.738,4498.624,1467.721,1230.738,0.106,0.812,0.00228009,0.2,0.2
L20G0T33-3_G01T63-7_C9S,2630.505,0.289,1328.778,3438.297,1397.564,1328.778,0.121,1.302,0.00261314,0.2,0.2
L20G0T33-3_G01T63-9_C9S,2912.728,0.251,1074.952,3501.83,1173.511,1074.952,0.106,0.923,0.0022797,0.2,0.2
L20G0T33-3_G01T64-1_C9S,1669.662,0.286,645.233,2165.918,867.581,645.233,0.063,0.994,0.00136817,0.2,0.2
L20G0T33-3_G023T64-3_C9S,2796.455,0.263,1215.072,3442.656,1228.519,1215.072,0.102,1.098,0.00220707,0.2,0.2
L20G0T33-3_G025T64-0_C9S,1512.907,0.306,815.46,2072.034,913.606,815.46,0.075,1.408,0.00161931,0.2,0.2
L20G0T33-3_G028T64-1_C9S,1465.98,0.314,603.279,2057.377,941.715,603.279,0.075,1.081,0.00161063,0.2,0.2
L20G0T33-3_G02T34-6_C6S,1582.531,0.306,903.893,2167.389,955.65,903.893,0.079,1.492,0.00171256,0.2,0.2
L20G0T33-3_G03T63-0_C9S,2057.624,0.271,867.827,2576.811,957.909,867.827,0.082,1.072,0.00178069,0.2,0.2
L20G0T33-3_G048T64-1_C9S,2392.623,0.19,498.342,2626.761,616.154,498.342,0.094,0.496,0.00202598,0.2,0.2
L20G0T33-3_G058T64-3_C9S,1606.284,0.315,1004.801,2261.442,1039.933,1004.801,0.085,1.645,0.00183767,0.2,0.2
L20G0T33-3_G058T64-7_C9S,2543.197,0.171,515.6,2736.225,564.408,515.6,0.098,0.475,0.0021064,0.2,0.2
L20G0T33-3_G05T63-0_C9S,2234.702,0.255,876.035,2707.298,926.659,876.035,0.085,0.984,0.00182556,0.2,0.2
L20G0T33-3_G05T63-1_C9S,2107.575,0.27,830.953,2633.567,974.059,830.953,0.085,1.001,0.00182629,0.2,0.2
L20G0T33-3_G068T64-1_C9S,1494.15,0.318,886.174,2124.036,990.386,886.174,0.082,1.563,0.00177532,0.2,0.2
L20G0T33-3_G08T64-1_C9S,1391.062,0.335,1082.995,2099.776,1057.782,1082.995,0.103,2.079,0.00221902,0.2,0.2
L20G0T33-3_G0T33-4_C6S,2013.093,0.305,1118.888,2748.992,1206.392,1118.888,0.091,1.451,0.00197473,0.2,0.2
L20G0T33-3_G0T34-0_C6S,2639.901,0.235,761.029,3085.363,947.791,761.029,0.071,0.712,0.00152695,0.2,0.2
L20G0T33-4S,683.95,0.257,606.048,831.843,287.731,606.048,0.051,2.228,0.00110246,0.2,0.2
L20G0T33-4_G0124T64-4_C9S,1433.127,0.142,732.063,1503.81,248.882,732.063,0.097,1.167,0.00208987,0.2,0.2
L20G0T33-4_G0125T64-0_C9S,1604.769,0.131,768.712,1670.757,251.863,768.712,0.102,1.084,0.00221003,0.2,0.2
L20G0T33-4_G0128T64-1_C9S,1734.09,0.243,982.509,2054.628,659.544,982.509,0.102,1.409,0.00221004,0.2,0.2
L20G0T33-4_G012T34-4_C6S,1102.693,0.346,1001.545,1739.549,920.312,1001.545,0.081,2.445,0.00174899,0.2,0.2
L20G0T33-4_G012T34-7_C6S,1079.34,0.308,970.881,1487.049,661.866,970.881,0.081,2.353,0.00175791,0.2,0.2
L20G0T33-4_G012T64-0_C9S,2003.565,0.226,747.557,2308.2,673.97,747.557,0.072,0.915,0.00156371,0.2,0.2
L20G0T33-4_G012T64-2_C9S,2065.726,0.282,849.435,2653.522,1042.191,849.435,0.072,1.054,0.00156061,0.2,0.2
L20G0T33-4_G013T34-0_C6S,1157.897,0.303,930.88,1572.034,683.395,930.88,0.081,2.095,0.0017395,0.2,0.2
L20G0T33-4_G015T34-11_C6S,1052.221,0.294,861.893,1393.414,580.26,861.893,0.077,2.12,0.00166422,0.2,0.2
L20G0T33-4_G015T34-2_C6S,1259.364,0.316,999.785,1778.704,821.74,999.785,0.084,2.089,0.00181479,0.2,0.2
L20G0T33-4_G017T34-0_C6S,1298.587,0.322,1028.835,1870.765,888.476,1028.835,0.086,2.095,0.00185243,0.2,0.2
L20G0T33-4_G017T34-4_C6S,1008.334,0.294,832.438,1335.296,556.058,832.438,0.075,2.137,0.00162657,0.2,0.2
L20G0T33-4_G01T63-1_C9S,2028.846,0.243,1323.026,2403.869,771.651,1323.026,0.131,1.621,0.00282756,0.2,0.2
L20G0T33-4_G01T63-4_C9S,2187.25,0.216,1204.455,2482.748,684.022,1204.455,0.117,1.339,0.00252919,0.2,0.2
L20G0T33-4_G01T63-5_C9S,2329.66,0.182,1043.515,2534.961,564.013,1043.515,0.113,1.059,0.0024508,0.2,0.2
L20G0T33-4_G023T34-1_C6S,1739.196,0.213,728.489,1965.851,532.054,728.489,0.081,1.016,0.00174898,0.2,0.2
L20G0T33-4_G023T34-2_C6S,1618.085,0.28,1000.729,2068.575,804.446,1000.729,0.081,1.583,0.00175793,0.2,0.2
L20G0T33-4_G025T34-1_C6S,1839.013,0.243,787.097,2178.946,699.45,787.097,0.084,1.064,0.00182421,0.2,0.2
L20G0T33-4_G025T34-2_C6S,1492.793,0.274,953.763,1882.038,710.301,953.763,0.078,1.628,0.00168278,0.2,0.2
L20G0T33-4_G025T34-5_C6S,1676.187,0.283,1043.002,2158.367,851.908,1043.002,0.085,1.597,0.00183294,0.2,0.2
L20G0T33-4_G027T34-0_C6S,1858.574,0.249,805.936,2226.146,738.096,805.936,0.086,1.083,0.00186183,0.2,0.2
L20G0T33-4_G027T34-1_C6S,1415.961,0.269,930.186,1765.489,649.681,930.186,0.076,1.667,0.00164518,0.2,0.2
L20G0T33-4_G027T34-3_C6S,1690.021,0.284,1063.368,2181.506,865.29,1063.368,0.087,1.616,0.00187031,0.2,0.2
L20G0T33-4_G02T34-0_C6S,2608.076,0.293,1557.804,3444.616,1427.542,1557.804,0.11,1.545,0.00237341,0.2,0.2
L20G0T33-4_G02T34-3_C6S,1422.291,0.318,1046.862,2021.883,942.755,1046.862,0.09,1.94,0.00194372,0.2,0.2
L20G0T33-4_G0T34-0_C6S,2714.66,0.242,961.833,3210.801,1025.084,961.833,0.08,0.88,0.00172244,0.2,0.2
L20G0T34-0S,1477.953,0.135,274.643,1542.972,240.811,274.643,0.03,0.422,0.00064154,0.2,0.2
L20G0T34-0_G0124T64-2_C9S,2224.654,0.179,711.785,2412.997,526.098,711.785,0.08,0.754,0.00173444,0.2,0.2
L20G0T34-0_G012T64-9_C9S,3869.058,0.187,1254.418,4233.219,973.692,1254.418,0.124,0.77,0.0026833,0.2,0.2
