Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness,ID,Type,Fp
L20G012T64-0_G015T34-11_C9S,1140.114,0.199,275.343,1265.217,314.33,275.343,0.05,1.727,0.00107918,0.2,"[53, 82]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 0, 0, 5]"
L20G012T64-0_G015T34-15_C9S,1413.315,0.255,434.739,1712.204,586.056,434.739,0.057,1.295,0.00122971,0.2,"[53, 84]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G012T64-0_G015T34-2_C9S,1385.697,0.255,408.209,1678.745,574.604,408.209,0.057,1.352,0.00122971,0.2,"[53, 76]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G012T64-0_G015T34-6_C9S,1168.094,0.198,311.752,1294.668,319.631,311.752,0.05,1.564,0.00107914,0.2,"[53, 78]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 0, 10, 0, 10, 10, 5, 10, 3.333, 3.333, 3.333]"
L20G012T64-0_G017T34-0_C9S,1430.831,0.266,439.208,1772.576,642.378,439.208,0.059,1.287,0.00126735,0.2,"[53, 95]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G012T64-0_G017T34-1_C9S,1105.162,0.184,278.141,1205.167,271.753,278.141,0.048,1.678,0.00104149,0.2,"[53, 96]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 0, 10, 0, 10, 10, 5, 10, 2.5, 2.5, 2.5]"
L20G012T64-0_G017T34-4_C9S,1081.996,0.186,243.723,1182.512,270.206,243.723,0.048,1.872,0.00104154,0.2,"[53, 99]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G012T64-0_G017T34-5_C9S,1453.939,0.264,456.777,1793.639,643.37,456.777,0.059,1.259,0.00126735,0.2,"[53, 100]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 0, 10, 0, 10, 10, 5, 10, 7.5, 7.5, 7.5]"
L20G012T64-0_G023T34-1_C9S,1627.638,0.177,178.495,1761.768,378.898,178.495,0.053,3.874,0.0011513,0.2,"[53, 64]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G012T64-0_G023T34-2_C9S,1651.298,0.18,259.87,1792.988,393.583,259.87,0.053,2.693,0.00115123,0.2,"[53, 65]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G012T64-0_G025T34-1_C9S,1702.748,0.197,228.598,1884.947,462.434,228.598,0.057,3.111,0.00122655,0.2,"[53, 88]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G012T64-0_G025T34-2_C9S,1501.89,0.142,207.694,1575.964,260.824,207.694,0.05,3.166,0.00107595,0.2,"[53, 89]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 3.333, 3.333, 3.333]"
L20G012T64-0_G025T34-4_C9S,1481.27,0.141,123.866,1553.164,254.943,123.866,0.05,5.24,0.00107603,0.2,"[53, 91]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 10, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 5, 0, 5]"
L20G012T64-0_G025T34-5_C9S,1728.769,0.204,299.493,1930.642,494.788,299.493,0.057,2.397,0.00122652,0.2,"[53, 92]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 6.667, 6.667, 6.667]"
L20G012T64-0_G027T34-0_C9S,1714.354,0.2,241.872,1904.838,476.209,241.872,0.059,2.953,0.00126419,0.2,"[53, 103]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 10, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 5, 0, 5]"
L20G012T64-0_G027T34-1_C9S,1409.11,0.123,181.136,1459.464,204.691,181.136,0.048,3.464,0.00103831,0.2,"[53, 104]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G012T64-0_G027T34-2_C9S,1389.036,0.125,104.247,1440.482,205.783,104.247,0.048,5.922,0.00103839,0.2,"[53, 105]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G012T64-0_G027T34-3_C9S,1734.707,0.206,307.426,1942.325,503.928,307.426,0.059,2.339,0.00126417,0.2,"[53, 106]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 7.5, 7.5, 7.5]"
L20G012T64-0_G18T34-1_C9S,1110.104,0.198,272.226,1230.394,303.763,272.226,0.055,1.702,0.00117759,0.2,"[53, 191]","[0, 1, 0, 1, 0, 1]","[0, 0, 10, 10, 0, 10, 5, 0, 5, 0, 0, 5, 0, 5, 10, 0, 10, 5, 6.667, 10, 3.333, 6.667, 3.333, 10]"
L20G012T64-10S,483.872,0.327,400.831,709.249,344.613,400.831,0.063,0.455,0.001369,0.2,"[60, -1]","[0, 0, 1, 0, 1, 0]","[0, 0, 0, 5, 0, 0, 10, 5, 10, 5, 5, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G012T64-10_G013T34-1_C9S,1313.728,0.289,805.691,1717.156,697.972,805.691,0.093,0.632,0.00200367,0.2,"[60, 62]","[0, 1, 1, 0, 1, 0]","[0, 0, 0, 5, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G012T64-10_G015T34-15_C9S,1421.97,0.304,854.152,1936.137,845.669,854.152,0.096,0.638,0.0020788,0.2,"[60, 84]","[0, 1, 1, 0, 1, 0]","[0, 0, 0, 5, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G012T64-10_G017T34-5_C9S,1455.357,0.313,874.288,2036.057,927.636,874.288,0.098,0.634,0.0021164,0.2,"[60, 100]","[0, 1, 1, 0, 1, 0]","[0, 0, 0, 5, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 10, 0, 10, 10, 5, 10, 7.5, 7.5, 7.5]"
L20G012T64-10_G023T34-2_C9S,1861.143,0.22,579.097,2124.841,599.314,579.097,0.092,1.317,0.00198344,0.2,"[60, 65]","[0, 0, 1, 0, 1, 0]","[0, 0, 0, 5, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G012T64-10_G025T34-5_C9S,1911.034,0.231,614.286,2218.985,666.561,614.286,0.095,1.264,0.00205853,0.2,"[60, 92]","[0, 0, 1, 0, 1, 0]","[0, 0, 0, 5, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 0, 0, 10, 5, 5, 10, 6.667, 6.667, 6.667]"
L20G012T64-10_G027T34-3_C9S,1921.684,0.233,625.313,2238.582,680.039,625.313,0.097,1.246,0.00209611,0.2,"[60, 106]","[0, 0, 1, 0, 1, 0]","[0, 0, 0, 5, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 0, 0, 10, 5, 5, 10, 7.5, 7.5, 7.5]"
L20G012T64-1S,2360.171,0.213,972.31,2667.752,722.022,972.31,0.096,1.001,0.00207655,0.2,"[54, -1]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 0, 5, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G012T64-1_G012T34-4_C9S,2913.127,0.252,1352.815,3508.932,1182.154,1352.815,0.125,0.86,0.00269024,0.2,"[54, 56]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 0, 5, 0, 0, 0, 0, 0, 10, 10, 10, 10, 5, 10, 5, 0, 5]"
L20G012T64-1_G012T34-7_C9S,3439.282,0.273,1491.133,4326.313,1624.599,1491.133,0.125,0.906,0.00270794,0.2,"[54, 58]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 0, 5, 0, 0, 0, 0, 0, 10, 10, 10, 5, 5, 10, 0, 0, 5]"
L20G012T64-1_G013T34-0_C9S,3696.669,0.207,1368.484,4144.564,1081.872,1368.484,0.126,1.119,0.00271113,0.2,"[54, 61]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 0, 5, 0, 0, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G012T64-1_G015T34-2_C9S,3846.478,0.229,1442.573,4452.116,1322.353,1442.573,0.129,1.085,0.00278626,0.2,"[54, 76]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 0, 5, 0, 0, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G012T64-1_G017T34-0_C9S,3896.813,0.238,1475.235,4577.334,1429.666,1475.235,0.131,1.067,0.00282386,0.2,"[54, 95]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 0, 5, 0, 0, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G012T64-1_G023T34-1_C9S,3498.799,0.255,1161.878,4238.727,1450.839,1161.878,0.123,1.2,0.00266465,0.2,"[54, 64]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 0, 5, 0, 0, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G012T64-1_G025T34-1_C9S,3540.789,0.256,1183.784,4297.971,1478.872,1183.784,0.127,1.191,0.00273974,0.2,"[54, 88]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 0, 5, 0, 0, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G012T64-1_G027T34-0_C9S,3550.684,0.257,1192.298,4318.464,1493.735,1192.298,0.129,1.185,0.00277732,0.2,"[54, 103]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 0, 5, 0, 0, 10, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 5, 0, 5]"
L20G012T64-2S,778.423,0.088,73.528,791.871,76.409,73.528,0.022,4.865,0.00047954,0.2,"[55, -1]","[0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G012T64-2_G013T34-0_C9S,1316.926,0.238,444.357,1546.908,483.155,444.357,0.053,1.197,0.00115121,0.2,"[55, 61]","[1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G012T64-2_G015T34-11_C9S,1189.457,0.214,389.664,1346.346,366.562,389.664,0.05,1.257,0.00107596,0.2,"[55, 82]","[1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 0, 0, 5]"
L20G012T64-2_G015T34-2_C9S,1447.274,0.254,476.4,1749.955,595.829,476.4,0.057,1.211,0.00122641,0.2,"[55, 76]","[1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G012T64-2_G017T34-0_C9S,1501.917,0.257,489.813,1826.683,631.841,489.813,0.059,1.22,0.00126397,0.2,"[55, 95]","[1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G012T64-2_G017T34-4_C9S,1132.595,0.201,354.545,1260.019,316.976,354.545,0.048,1.33,0.00103833,0.2,"[55, 99]","[1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G012T64-2_G023T34-2_C9S,1585.783,0.162,176.38,1691.745,327.044,176.38,0.053,3.869,0.00113907,0.2,"[55, 65]","[0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G012T64-2_G025T34-2_C9S,1426.284,0.115,120.681,1470.225,191.046,120.681,0.049,5.3,0.00106379,0.2,"[55, 89]","[0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 3.333, 3.333, 3.333]"
L20G012T64-2_G025T34-5_C9S,1667.858,0.192,230.669,1835.327,436.117,230.669,0.056,3.033,0.00121436,0.2,"[55, 92]","[0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 6.667, 6.667, 6.667]"
L20G012T64-2_G027T34-1_C9S,1333.615,0.096,101.946,1361.373,144.571,101.946,0.048,5.968,0.00102615,0.2,"[55, 104]","[0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G012T64-2_G027T34-3_C9S,1677.052,0.195,243.321,1852.016,448.625,243.321,0.058,2.884,0.00125201,0.2,"[55, 106]","[0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 10, 5, 0, 10, 5, 0, 5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 7.5, 7.5, 7.5]"
L20G012T64-5S,484.459,0.327,398.657,710.109,345.031,398.657,0.063,0.458,0.00136902,0.2,"[57, -1]","[1, 0, 1, 0, 0, 0]","[10, 10, 10, 10, 5, 10, 0, 0, 5, 0, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G012T64-5_G012T34-7_C9S,916.134,0.365,869.424,1578.47,907.309,869.424,0.093,0.386,0.00200041,0.2,"[57, 58]","[1, 0, 1, 0, 1, 0]","[10, 10, 10, 10, 5, 10, 0, 0, 5, 0, 5, 5, 0, 0, 0, 10, 10, 10, 5, 5, 10, 0, 0, 5]"
L20G012T64-5_G013T34-0_C9S,1313.787,0.289,805.934,1717.233,698.003,805.934,0.093,0.632,0.00200368,0.2,"[57, 61]","[1, 0, 1, 0, 1, 0]","[10, 10, 10, 10, 5, 10, 0, 0, 5, 0, 5, 5, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G012T64-5_G015T34-2_C9S,1420.919,0.304,854.094,1934.706,845.044,854.094,0.096,0.638,0.00207882,0.2,"[57, 76]","[1, 0, 1, 0, 1, 0]","[10, 10, 10, 10, 5, 10, 0, 0, 5, 0, 5, 5, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G012T64-5_G017T34-0_C9S,1454.308,0.313,874.293,2034.59,926.967,874.293,0.098,0.633,0.00211641,0.2,"[57, 95]","[1, 0, 1, 0, 1, 0]","[10, 10, 10, 10, 5, 10, 0, 0, 5, 0, 5, 5, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G012T64-5_G023T34-1_C9S,1861.771,0.22,579.521,2125.558,599.516,579.521,0.092,1.317,0.00198344,0.2,"[57, 64]","[1, 1, 1, 0, 0, 0]","[10, 10, 10, 10, 5, 10, 0, 0, 5, 0, 5, 5, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G012T64-5_G025T34-1_C9S,1910.809,0.231,614.094,2218.724,666.483,614.094,0.095,1.264,0.00205853,0.2,"[57, 88]","[1, 1, 1, 0, 0, 0]","[10, 10, 10, 10, 5, 10, 0, 0, 5, 0, 5, 5, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G012T64-5_G027T34-0_C9S,1920.732,0.233,624.994,2237.473,679.702,624.994,0.097,1.246,0.00209611,0.2,"[57, 103]","[1, 1, 1, 0, 0, 0]","[10, 10, 10, 10, 5, 10, 0, 0, 5, 0, 5, 5, 10, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 5, 0, 5]"
L20G012T64-9S,2360.128,0.213,972.069,2667.704,722.009,972.069,0.096,1.001,0.00207654,0.2,"[59, -1]","[0, 0, 1, 0, 1, 1]","[0, 0, 0, 10, 0, 0, 10, 5, 10, 5, 5, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G012T64-9_G013T34-1_C9S,3697.502,0.208,1369.57,4151.01,1090.164,1369.57,0.126,1.117,0.00271111,0.2,"[59, 62]","[0, 1, 1, 0, 1, 1]","[0, 0, 0, 10, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G012T64-9_G015T34-15_C9S,3845.985,0.229,1442.983,4451.545,1322.184,1442.983,0.129,1.084,0.00278625,0.2,"[59, 84]","[0, 1, 1, 0, 1, 1]","[0, 0, 0, 10, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G012T64-9_G017T34-5_C9S,3898.82,0.238,1475.093,4579.692,1430.402,1475.093,0.131,1.067,0.00282385,0.2,"[59, 100]","[0, 1, 1, 0, 1, 1]","[0, 0, 0, 10, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 10, 0, 10, 10, 5, 10, 7.5, 7.5, 7.5]"
L20G012T64-9_G023T34-2_C9S,3498.863,0.254,1161.659,4230.611,1440.449,1161.659,0.123,1.201,0.00266465,0.2,"[59, 65]","[0, 0, 1, 0, 1, 1]","[0, 0, 0, 10, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G012T64-9_G025T34-5_C9S,3541.719,0.256,1183.62,4299.1,1479.26,1183.62,0.127,1.191,0.00273974,0.2,"[59, 92]","[0, 0, 1, 0, 1, 1]","[0, 0, 0, 10, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 0, 0, 10, 5, 5, 10, 6.667, 6.667, 6.667]"
L20G012T64-9_G027T34-3_C9S,3551.121,0.256,1191.857,4310.513,1483.187,1191.857,0.129,1.186,0.00277732,0.2,"[59, 106]","[0, 0, 1, 0, 1, 1]","[0, 0, 0, 10, 0, 0, 10, 5, 10, 5, 5, 10, 0, 0, 0, 0, 0, 10, 5, 5, 10, 7.5, 7.5, 7.5]"
L20G0134T64-0S,234.522,0.325,174.15,341.353,164.355,174.15,0.03,0.508,0.00065586,0.2,"[143, -1]","[0, 0, 0, 1, 0, 0]","[0, 0, 10, 5, 0, 10, 5, 5, 5, 2.5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0134T64-1S,160.12,0.276,112.061,202.794,77.308,112.061,0.031,0.56,0.00067168,0.2,"[144, -1]","[0, 1, 0, 1, 0, 0]","[10, 0, 10, 5, 0, 10, 2.5, 5, 5, 5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0134T64-2S,234.458,0.325,174.118,341.26,164.31,174.118,0.03,0.508,0.00065586,0.2,"[145, -1]","[0, 1, 0, 1, 0, 0]","[10, 0, 10, 5, 0, 10, 5, 5, 5, 7.5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0134T64-3S,160.318,0.276,112.331,203.045,77.404,112.331,0.031,0.559,0.00067168,0.2,"[146, -1]","[0, 0, 0, 1, 0, 0]","[0, 0, 10, 5, 0, 10, 7.5, 5, 5, 5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0135T64-0S,140.471,0.291,100.608,184.557,75.749,100.608,0.028,0.541,0.00060346,0.2,"[153, -1]","[0, 1, 0, 1, 0, 0]","[10, 0, 10, 5, 0, 10, 3.333, 3.333, 6.667, 5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0135T64-1S,141.361,0.294,101.125,187.199,77.955,101.125,0.028,0.54,0.00060344,0.2,"[154, -1]","[0, 0, 0, 1, 0, 0]","[0, 0, 10, 5, 0, 10, 6.667, 3.333, 6.667, 5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0137T64-0S,170.588,0.28,117.802,218.081,84.809,117.802,0.031,0.566,0.00067968,0.2,"[159, -1]","[0, 1, 0, 1, 0, 0]","[10, 0, 10, 5, 0, 10, 2.5, 2.5, 7.5, 5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0137T64-1S,170.207,0.28,117.69,217.594,84.62,117.69,0.031,0.565,0.00067965,0.2,"[160, -1]","[0, 0, 0, 1, 0, 0]","[0, 0, 10, 5, 0, 10, 7.5, 2.5, 7.5, 5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0138T64-1S,219.722,0.266,146.024,272.201,98.645,146.024,0.048,0.594,0.00103844,0.2,"[171, -1]","[0, 0, 0, 1, 0, 1]","[0, 0, 0, 5, 0, 10, 6.667, 3.333, 10, 5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G0138T64-2S,219.262,0.266,145.957,271.631,98.439,145.957,0.048,0.593,0.00103844,0.2,"[172, -1]","[1, 0, 0, 1, 0, 1]","[10, 10, 10, 5, 0, 10, 3.333, 0, 6.667, 5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G013T34-0S,408.577,0.346,262.976,644.549,341.0,262.976,0.032,0.577,0.00068083,0.2,"[61, -1]","[1, 0, 0, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G013T34-0_G0124T64-3_C9S,1636.097,0.252,781.164,1970.719,663.932,781.164,0.095,0.836,0.00206223,0.2,"[61, 138]","[1, 1, 1, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 10, 0, 10, 5, 10, 10, 2.5, 5, 5, 5, 0, 5]"
L20G013T34-0_G0128T64-1_C9S,1509.128,0.284,733.642,1948.006,772.673,733.642,0.084,0.801,0.0018161,0.2,"[61, 168]","[1, 0, 0, 0, 1, 1]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 10, 10, 10, 5, 0, 0, 5, 0, 5, 6.667, 3.333, 10]"
L20G013T34-0_G0134T64-0_C9S,789.336,0.329,465.006,1165.288,571.356,465.006,0.06,0.639,0.00130526,0.2,"[61, 143]","[1, 0, 0, 1, 1, 0]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 0, 0, 10, 5, 0, 10, 5, 5, 5, 2.5, 5, 5]"
L20G013T34-0_G0135T64-1_C9S,668.907,0.333,401.955,1002.109,500.303,401.955,0.058,0.624,0.00125955,0.2,"[61, 154]","[1, 0, 0, 1, 1, 0]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 0, 0, 10, 5, 0, 10, 6.667, 3.333, 6.667, 5, 5, 5]"
L20G013T34-0_G0137T64-1_C9S,704.764,0.326,416.764,1029.392,497.896,416.764,0.062,0.638,0.00133577,0.2,"[61, 160]","[1, 0, 0, 1, 1, 0]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 0, 0, 10, 5, 0, 10, 7.5, 2.5, 7.5, 5, 5, 5]"
L20G013T34-0_G0138T64-2_C9S,693.42,0.319,538.742,988.986,463.269,538.742,0.078,0.488,0.00169076,0.2,"[61, 172]","[1, 0, 0, 1, 1, 1]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 10, 10, 10, 5, 0, 10, 3.333, 0, 6.667, 5, 5, 5]"
L20G013T34-0_G0145T64-0_C9S,650.891,0.332,408.179,971.496,482.84,408.179,0.058,0.599,0.00125588,0.2,"[61, 155]","[1, 0, 0, 1, 1, 0]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 0, 0, 10, 5, 0, 10, 5, 2.5, 5, 3.333, 3.333, 3.333]"
L20G013T34-0_G014T64-0_C9S,1526.512,0.262,819.778,1875.384,665.787,819.778,0.094,0.738,0.00202697,0.2,"[61, 67]","[1, 0, 0, 1, 1, 1]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 10, 10, 10, 5, 0, 10, 0, 0, 5, 2.5, 5, 5]"
L20G013T34-0_G014T64-2_C9S,1181.501,0.086,324.784,1200.937,112.998,324.784,0.08,1.675,0.00172422,0.2,"[61, 68]","[1, 0, 1, 0, 1, 1]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 0, 0, 10, 0, 0, 5, 5, 2.5, 5, 10, 5, 10]"
L20G013T34-0_G0156T64-1_C9S,706.356,0.335,384.093,1066.228,537.122,384.093,0.058,0.689,0.00124939,0.2,"[61, 158]","[1, 0, 0, 1, 1, 0]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 0, 0, 10, 5, 0, 10, 7.5, 5, 7.5, 6.667, 6.667, 6.667]"
L20G013T34-0_G0158T64-3_C9S,809.109,0.319,669.383,1153.987,540.561,669.383,0.086,0.458,0.0018603,0.2,"[61, 176]","[1, 0, 0, 1, 1, 1]","[0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5, 10, 10, 10, 5, 0, 10, 3.333, 0, 6.667, 3.333, 3.333, 3.333]"
