0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1.1631481647491455,1.1582432091236112,1.1533917710185049,1.1477641481906173,1.1416740345768628,1.1353574207844208,1.1290656597267368,1.1228393989114205,1.1167048080208728,1.1104615321030904,1.104734047329143,1.0986273227849894,1.0922674747092853,1.0855900427891971,1.079014656159724,1.072312912695381,1.0657533042481881,1.0592389833141143,1.0529714231340424,1.0467987720584788,1.0402964414353293,1.0336341528232262,1.027169911536435,1.0207807988417315,1.01448406298633,1.0079512501129688,1.0018182932486854,0.9956028433832711,0.9895319286568489,0.9829922056599805,0.9770193059826028,0.9711110851769571,0.965332473171222,0.9594667877851369,0.9533205578519424,0.9475828659836296,0.9417719959903411,0.9362766796056647,0.9307747235913086,0.9253116730320511,0.9196801492864544,0.9142188960144839,0.9091151234645074,0.9039363506715997,0.8987470767018624,0.893896674718614,0.8886109449722844,0.8840735450730277
0.7947695851325989,0.7948784321546554,0.7941678877174854,0.7934947599694132,0.7928307642776519,0.7921571811762266,0.7915782825838001,0.7907569549337972,0.7898448928955347,0.7887722018882626,0.787595965002849,0.7859752830447063,0.784990995501701,0.7833204129402466,0.7817390308888152,0.780182641625983,0.7784308202927841,0.7766371764215088,0.7745887595016403,0.7726267208376238,0.7711759873462493,0.7691737447998062,0.7674152973373808,0.7656195965335839,0.7635700123091309,0.7615675107390464,0.7596733835303029,0.7573254568989156,0.7552036663327937,0.7531651158544032,0.7510969394884484,0.7489435113191483,0.7470240985238435,0.7446862295408734,0.7426532410962088,0.7403238920582897,0.7380778851909328,0.7358505189083758,0.7333827462474114,0.7312510643746083,0.7289682867753846,0.7265817811585392,0.7240604764195362,0.7215171730193968,0.7194811783124806,0.7169536965882093,0.7144238637790625,0.712586638585753
0.6588535904884338,0.6590639621019363,0.6595963822305201,0.6597741769924758,0.6599567106183616,0.6596919548785125,0.6595245867631497,0.6595785306074797,0.6593788238236954,0.6588935616886782,0.6584376677982369,0.6582292781131208,0.6574757389787736,0.6569620885387766,0.6560466837921661,0.6551864101923481,0.6541753934537498,0.653331728813983,0.652147639230927,0.6535630087199193,0.6544113235806687,0.6535108639079829,0.6531052217497998,0.6522973064913198,0.651765094212408,0.6511312650751366,0.6501319220419456,0.6491325021006606,0.6480206752029105,0.6473906992869269,0.6462553333289283,0.6452395440632616,0.6441014821747728,0.6428797279446123,0.6418742600000261,0.640558320261095,0.6395159443996363,0.6382877306881459,0.6366880787318712,0.6350149184724169,0.6333945320792449,0.6319819142828464,0.6302560943255401,0.6289372025922038,0.6274433722143712,0.6255722304724728,0.6242081232384762,0.6229053489506369
0.5983574390411377,0.5982633769512177,0.5976910802721978,0.5976120404750109,0.5969581051401794,0.5964415502097086,0.5958484669495206,0.5953429586659027,0.5946010882279917,0.5942886737873715,0.5936864181852375,0.593074906495336,0.592206124659148,0.5913615504761326,0.5904749210543233,0.5896299170527316,0.5887466880400761,0.5877187780622438,0.586548873333097,0.5859398892726129,0.5847780067369683,0.5836935183120844,0.5827346249100986,0.581865038821454,0.5808518390177562,0.5796041327022443,0.5784951682326975,0.5777329905495935,0.5765796014152565,0.5752996914643514,0.574342476070478,0.5729895854031312,0.5715796880755328,0.5704000886471895,0.5693754207474228,0.568269538761489,0.5672572021556365,0.5662420766183578,0.5649791923957468,0.5637029766447873,0.5629142951406194,0.5620906313126579,0.5610153875621189,0.5602736276168055,0.5593147597401843,0.5581707304323743,0.5573331930562634,0.5563170370865403
0.5410228967666626,0.5407157838344574,0.5401788040995598,0.539882034137845,0.5392474428527055,0.5390407791661097,0.5386657569190392,0.5380430977256598,0.5373416545665192,0.536658451213651,0.5357417712524557,0.5352595177709334,0.5346585165508895,0.5339495448764059,0.5330533507536945,0.5323899713076693,0.5314015518200065,0.5306173465692084,0.5300064858735529,0.529304932365207,0.5284401548593429,0.5279000067765244,0.5266788404039533,0.5261421820332002,0.5248675991861941,0.5245009856701369,0.5235483415341825,0.5229742307509608,0.5219993770215259,0.5212759575335859,0.5202294181818012,0.5192389817518525,0.5187374845056142,0.5175651853445158,0.5168905534252362,0.5159862661371225,0.5149353541740889,0.5140536832728643,0.513113099090529,0.5126098293708353,0.511809007199035,0.5109573067008004,0.5102492166300235,0.509299619804088,0.5084813546337192,0.5076930667596687,0.5070313203688213,0.5062541682459871
0.5007080435752869,0.5002852484583854,0.4994954878836869,0.49906316737458095,0.49858219944555293,0.49789904303315075,0.49727445552363647,0.49681259566678526,0.49619704738683723,0.49527407678619884,0.49476336134496396,0.4939943965114346,0.4934819554334215,0.4928513789468074,0.49231000175857653,0.49161603608970744,0.49062974335037324,0.48955287612695014,0.4889027657445032,0.48822119019617344,0.48795752498587186,0.48736461733208297,0.48652408021395294,0.4856401550056501,0.48507042764801434,0.4843090071004601,0.48334392200270027,0.4826791338706095,0.4820948709999397,0.48135761136384114,0.4806149877989564,0.4798219093670507,0.4791063144346631,0.47848214763537333,0.4776074320597303,0.47674839337634134,0.47649868486293884,0.4758787463115681,0.47495869641569033,0.47432357721342083,0.47343757321608826,0.4727878857817662,0.47207006262819884,0.4714767314466523,0.470850806792483,0.4700520473638276,0.469500109158272,0.4687114033820219
0.45961087942123413,0.4595570817589759,0.45915508590638626,0.45872096574679005,0.4583037653421982,0.45771425226458334,0.4575079594668945,0.45695376633468665,0.4568035952937626,0.4560956751363895,0.4557795912329903,0.4553863595713499,0.45502634358901345,0.4545221054243409,0.45426735058456613,0.45380308266757385,0.4533185063249323,0.4528840748989712,0.45241568983573954,0.45222719536155737,0.45177659665181,0.4517035167505549,0.451533631685942,0.4514042023752045,0.4511359522478993,0.45091726186378345,0.45044722172000373,0.4498085003272637,0.44964919091434746,0.4494851914158751,0.44939599263228225,0.4490368280428587,0.4481815360920669,0.44790721930962696,0.4476045359969814,0.44726261549300406,0.44656550785353905,0.4459014316939172,0.4455177979186886,0.44518902368246793,0.4446458974833718,0.44408063306288514,0.44356561107618375,0.44319190167410794,0.44264077697070875,0.44223660852689356,0.4424489318814861,0.4420759713165599
0.4376779794692993,0.4374077886343002,0.4375731499493121,0.4369352126047014,0.4369864370156078,0.4368165880881062,0.43663533706666974,0.4362351936125939,0.43611122319330525,0.43597130965956316,0.43568708541174583,0.4350012241807665,0.43440726390051154,0.43396676620879715,0.4334717923302153,0.4332898703419928,0.43283400434688485,0.43217144929879875,0.43176544405359296,0.430981518948787,0.4305265908623515,0.42982979733998966,0.4292535594432813,0.42891472138591596,0.4284618470047572,0.4280131672149823,0.42747660066779747,0.427087174423451,0.42688250466140015,0.42701682972663946,0.4268000667429625,0.4264223300297882,0.42582698978342953,0.4254261503765029,0.4251925093572924,0.4251231010267645,0.42502305584490635,0.425119841530654,0.42518852423925846,0.42446505435044235,0.42400441206840606,0.4235169753976716,0.4232036821316332,0.4229520653344311,0.42260467111311967,0.42217087640643597,0.4215412368333981,0.4210894458948387
0.41215780377388,0.4118894979357719,0.4120731604844331,0.4121947333328425,0.4122212288634851,0.4119801948432158,0.41181575243332275,0.4114369743607975,0.41121146021936433,0.4112108045987426,0.41123969052866416,0.41104975700282603,0.41064674448875954,0.4103094443908627,0.4101527670989166,0.4095551886132602,0.40943439275748345,0.40948808836132755,0.4090257720632448,0.4086724961458583,0.40843544924517394,0.408155899723837,0.40818134884679885,0.4078431695065135,0.40765748032859683,0.40741347649182014,0.40717818001469847,0.4068058677174929,0.40656097186360446,0.4063038158428272,0.40602482622971336,0.40555799606248427,0.4052504968907878,0.4052862280262632,0.40497171491091116,0.40474516977091063,0.4043757010276959,0.4040861029761089,0.40397832039695986,0.40399845472491686,0.4035893214736487,0.4030867106064558,0.40299919218094943,0.4028028187330386,0.40251258614828483,0.40216635587823174,0.40203503545980845,0.40202304708975684
0.393206387758255,0.39349976480007165,0.39366265222430225,0.3940380323007702,0.3943012414049356,0.3944561342187411,0.394171276867221,0.39400480659886067,0.3937208716917005,0.3935195194289653,0.39348070793105067,0.39322435482457535,0.3928870255044052,0.3926569650149744,0.39251402200237717,0.39220639041987077,0.3920253626836405,0.39203973876599596,0.39218720251128986,0.39187108209844046,0.39151511037905845,0.3913390037649059,0.39090728286619225,0.3901785075419095,0.38994594482236106,0.38992703273167556,0.38974382577892963,0.3891016994280515,0.3888660606388999,0.38853331802413016,0.3883282887758701,0.38837158237206876,0.3880221056599671,0.3882064220583728,0.3881527093462622,0.38809836080092713,0.3881673635234197,0.38819878052972473,0.38762284083900433,0.38749580508024195,0.38734972655051114,0.3873269470563482,0.38759747211430495,0.38723712624191564,0.3871119716567333,0.38685982414706627,0.3867081665912556,0.38673452841473843
